No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること
1,CH25,001,CH25-001,CH25-001,【睡眠用】不安が静かに薄れる。テスラが守った「頭を休める順番」,topic_research: pending,,workspaces/scripts/CH25/001/content/assembled.md,未完了,,2025-12-24 21:41:04,寝ながら整う,不安が薄れる,,企画テーマ: 不安が消えない夜。偉人: ニコラ・テスラ。眠る前の心の揺れを静かにほどき、ニコラ・テスラの人生と考え方から「頭を休める順番」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「不安が消えない夜」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: ニコラ・テスラの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】不安が静かに薄れる。テスラが守った「頭を休める順番」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】不安が静かに薄れる。テスラが守った「頭を休める順番」,,,,,不安が消えない夜,偉人,夜寝る前,ニコラ・テスラの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
2,CH25,002,CH25-002,CH25-002,【睡眠用】自信が戻る夜。ダ・ヴィンチの「未完成の扱い方」,topic_research: pending,,workspaces/scripts/CH25/002/content/assembled.md,未完了,,2025-12-24 21:41:04,人生激変,自己否定がほどける,,企画テーマ: 自分に自信がない。偉人: レオナルド・ダ・ヴィンチ。眠る前の心の揺れを静かにほどき、レオナルド・ダ・ヴィンチの人生と考え方から「未完成の扱い方」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「自分に自信がない」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: レオナルド・ダ・ヴィンチの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】自信が戻る夜。ダ・ヴィンチの「未完成の扱い方」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】自信が戻る夜。ダ・ヴィンチの「未完成の扱い方」,,,,,自分に自信がない,偉人,夜寝る前,レオナルド・ダ・ヴィンチの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
3,CH25,003,CH25-003,CH25-003,【睡眠用】比べる癖が止まる。アインシュタインの「遅さの価値」,topic_research: pending,,workspaces/scripts/CH25/003/content/assembled.md,未完了,,2025-12-24 21:41:04,眠りでリセット,比較が消える,,企画テーマ: 焦り・比較。偉人: アインシュタイン。眠る前の心の揺れを静かにほどき、アインシュタインの人生と考え方から「遅さの価値」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「焦り・比較」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: アインシュタインの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】比べる癖が止まる。アインシュタインの「遅さの価値」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】比べる癖が止まる。アインシュタインの「遅さの価値」,,,,,焦り・比較,偉人,夜寝る前,アインシュタインの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
4,CH25,004,CH25-004,CH25-004,【睡眠用】努力が報われない夜に。キュリーの「続ける理由の作り方」,topic_research: pending,,workspaces/scripts/CH25/004/content/assembled.md,未完了,,2025-12-24 21:41:04,寝落ちで回復,心が折れない,,企画テーマ: 折れそうな努力。偉人: マリー・キュリー。眠る前の心の揺れを静かにほどき、マリー・キュリーの人生と考え方から「続ける理由の作り方」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「折れそうな努力」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: マリー・キュリーの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】努力が報われない夜に。キュリーの「続ける理由の作り方」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】努力が報われない夜に。キュリーの「続ける理由の作り方」,,,,,折れそうな努力,偉人,夜寝る前,マリー・キュリーの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
5,CH25,005,CH25-005,CH25-005,【睡眠用】人に振り回されない。リンカーンの「怒りを鎮める型」,topic_research: pending,,workspaces/scripts/CH25/005/content/assembled.md,未完了,,2025-12-24 21:41:04,静かに強くなる,心が乱れない,,企画テーマ: 人間関係の苦しさ。偉人: リンカーン。眠る前の心の揺れを静かにほどき、リンカーンの人生と考え方から「怒りを鎮める型」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「人間関係の苦しさ」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: リンカーンの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】人に振り回されない。リンカーンの「怒りを鎮める型」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】人に振り回されない。リンカーンの「怒りを鎮める型」,,,,,人間関係の苦しさ,偉人,夜寝る前,リンカーンの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
6,CH25,006,CH25-006,CH25-006,【睡眠用】考えすぎが止まる。皇帝哲学の「手放す練習」,topic_research: pending,,workspaces/scripts/CH25/006/content/assembled.md,未完了,,2025-12-24 21:41:04,眠りながら,思考が止まる,,企画テーマ: ぐるぐる思考。偉人: マルクス・アウレリウス。眠る前の心の揺れを静かにほどき、マルクス・アウレリウスの人生と考え方から「手放す練習」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「ぐるぐる思考」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: マルクス・アウレリウスの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】考えすぎが止まる。皇帝哲学の「手放す練習」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】考えすぎが止まる。皇帝哲学の「手放す練習」,,,,,ぐるぐる思考,偉人,夜寝る前,マルクス・アウレリウスの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
7,CH25,007,CH25-007,CH25-007,【睡眠用】失敗が怖い夜に。セネカの「最悪を薄める準備」,topic_research: pending,,workspaces/scripts/CH25/007/content/assembled.md,未完了,,2025-12-24 21:41:04,99%が知らない,恐れが軽くなる,,企画テーマ: 失敗が怖い。偉人: セネカ。眠る前の心の揺れを静かにほどき、セネカの人生と考え方から「最悪を薄める準備」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「失敗が怖い」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: セネカの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】失敗が怖い夜に。セネカの「最悪を薄める準備」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】失敗が怖い夜に。セネカの「最悪を薄める準備」,,,,,失敗が怖い,偉人,夜寝る前,セネカの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
8,CH25,008,CH25-008,CH25-008,【睡眠用】迷いが消える。ガンジーの「決めたことを守る静かな技術」,topic_research: pending,,workspaces/scripts/CH25/008/content/assembled.md,未完了,,2025-12-24 21:41:04,眠りで整う,迷いが消える,,企画テーマ: ブレる心。偉人: ガンジー。眠る前の心の揺れを静かにほどき、ガンジーの人生と考え方から「決めたことを守る静かな技術」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「ブレる心」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: ガンジーの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】迷いが消える。ガンジーの「決めたことを守る静かな技術」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】迷いが消える。ガンジーの「決めたことを守る静かな技術」,,,,,ブレる心,偉人,夜寝る前,ガンジーの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
9,CH25,009,CH25-009,CH25-009,【睡眠用】自分を大きく見せない。ナポレオンの「過信を切る習慣」,topic_research: pending,,workspaces/scripts/CH25/009/content/assembled.md,未完了,,2025-12-24 21:41:04,人生を書き換える,自信が安定する,,企画テーマ: 自己評価が乱高下。偉人: ナポレオン。眠る前の心の揺れを静かにほどき、ナポレオンの人生と考え方から「過信を切る習慣」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「自己評価が乱高下」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: ナポレオンの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】自分を大きく見せない。ナポレオンの「過信を切る習慣」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】自分を大きく見せない。ナポレオンの「過信を切る習慣」,,,,,自己評価が乱高下,偉人,夜寝る前,ナポレオンの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
10,CH25,010,CH25-010,CH25-010,【睡眠用】落ち込みが深い夜に。チャーチルの「暗さの抜け方」,topic_research: pending,,workspaces/scripts/CH25/010/content/assembled.md,未完了,,2025-12-24 21:41:04,寝落ちで回復,気分が上がる,,企画テーマ: 落ち込み。偉人: チャーチル。眠る前の心の揺れを静かにほどき、チャーチルの人生と考え方から「暗さの抜け方」の要点を抜き出して、今夜の安心と明日ひとつだけの小さな一手まで落とす。煽りや強い断定はせず、後半も密度を保って安心で終える。,30〜70代中心。眠る前に不安・焦り・自己否定・孤独を抱えやすく、耳だけで聴ける静かな偉人講話で心を整えたい人。,"導入: 今夜のテーマを一言で示し、視聴者の状態を肯定して安心させる。眠ってしまっても大丈夫と伝える。
準備: 呼吸を短く案内し、肩→目→額→胸→お腹の順に力を抜く。不安は追い払わず、いったん置いておく。
人生: 偉人の幼少期/環境/性格の癖、抱えていた欠けや不安を語り、視聴者の悩みに自然につなぐ。
転機: 失敗/孤独/決断などの出来事を静かに描き、そこで選んだ考え方を丁寧に言語化する。
思考の型: テーマに対して使っていた考え方の順番を、難語なしで日常へ落とし込む（ここを薄くしない）。
実装: 明日からできる小さな一歩を一つだけ、命令口調ではなく柔らかく提案する。
締め: 要点を短く反復しつつテンポを落とし、眠ってよい許可で静かに閉じる。",,,,,,,,,,,,"導入: 「落ち込み」の夜を具体に掴み、今夜の結末（安心）を宣言。
準備: 呼吸と脱力で、心のノイズを静める。
人生: チャーチルの癖や葛藤を、静かなテンポで語る。
転機: 大きな出来事を通して、考え方がどう変わったかを丁寧に描く。
思考の型: タイトルの核（【睡眠用】落ち込みが深い夜に。チャーチルの「暗さの抜け方」）を、日常語で順番に落とし込む。
実装: 明日ひとつだけ試せる小さな一手にする。
締め: 眠ってよい許可で終える。",,【睡眠用】落ち込みが深い夜に。チャーチルの「暗さの抜け方」,,,,,落ち込み,偉人,夜寝る前,チャーチルの考え方,安心して眠れる,夜の書斎,眠りながら、偉人の人生と考え方を静かに学ぶ時間。,"・心が静まる考え方
・明日ひとつだけの小さな一手"
