No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること
1,CH23,001,CH23-001,CH23-001,退職した夫が家を占領｜家庭内別居の現実が始まった日,topic_research: pending,,workspaces/scripts/CH23/001/content/assembled.md,未完了,8304,2025-12-23 18:20:28,退職した夫が,家を占領する,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「退職した夫が」から始まる物語で、心と生活を守るための見方を静かに渡します。最後は 『自分の時間』を先に予定として確保する を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: リビングの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 境界線の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 『自分の時間』を先に予定として確保する
締め: 余韻を残して、安心で終える。",,,,,,,,退職した夫が 家を占領する,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Living room daytime, 60s husband occupying sofa arms crossed, wife standing tired, TV remote and laundry, heavy mood. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: リビングの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 境界線の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 『自分の時間』を先に予定として確保する
締め: 余韻を残して、安心で終える。",,退職した夫が家を占領｜家庭内別居の現実が始まった日,workspaces/scripts/CH23/001/content/assembled.md,,,,夫婦,家庭内別居,リビング,境界線,心と生活を守る,閉じたドア,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
2,CH23,002,CH23-002,CH23-002,たった一言で夫婦が冷えた｜家庭内別居の末路,topic_research: pending,,workspaces/scripts/CH23/002/content/assembled.md,未完了,8344,2025-12-23 18:20:28,たった一言で,家庭内別居,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「たった一言で」から始まる物語で、落ち着くための見方を静かに渡します。最後は 今夜は『言い返さない』を選んで寝る を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: 食卓の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 距離感の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『言い返さない』を選んで寝る
締め: 余韻を残して、安心で終える。",,,,,,,,たった一言で 家庭内別居,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Dinner table night, wife looking down, husband turned away, empty seat, cold atmosphere, minimal props. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 食卓の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 距離感の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『言い返さない』を選んで寝る
締め: 余韻を残して、安心で終える。",,たった一言で夫婦が冷えた｜家庭内別居の末路,workspaces/scripts/CH23/002/content/assembled.md,,,,夫婦,会話がない,食卓,距離感,落ち着く,空席,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
3,CH23,003,CH23-003,CH23-003,年金を握られた63歳｜私の老後が消える夜,topic_research: pending,,workspaces/scripts/CH23/003/content/assembled.md,未完了,8371,2025-12-23 18:20:28,年金を握られた,老後が消える,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「年金を握られた」から始まる物語で、守れるための見方を静かに渡します。最後は 通帳と印鑑の場所を『把握する』だけで終える を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: テーブルの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 準備の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 通帳と印鑑の場所を『把握する』だけで終える
締め: 余韻を残して、安心で終える。",,,,,,,,年金を握られた 老後が消える,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Home table daytime, wife hugging bankbook, husband reaching hand, stamp case, heavy mood, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: テーブルの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 準備の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 通帳と印鑑の場所を『把握する』だけで終える
締め: 余韻を残して、安心で終える。",,年金を握られた63歳｜私の老後が消える夜,workspaces/scripts/CH23/003/content/assembled.md,,,,お金,支配,テーブル,準備,守れる,通帳,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
4,CH23,004,CH23-004,CH23-004,義実家同居を迫られた｜逃げ場が消える現実,topic_research: pending,,workspaces/scripts/CH23/004/content/assembled.md,未完了,8375,2025-12-23 18:20:28,同居を迫られた,逃げ場が消える,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「同居を迫られた」から始まる物語で、心を守るための見方を静かに渡します。最後は 返事を急がず『相談してから』を繰り返す を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: 玄関の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 線引きの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 返事を急がず『相談してから』を繰り返す
締め: 余韻を残して、安心で終える。",,,,,,,,同居を迫られた 逃げ場が消える,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Entrance daytime, wife looking away tense, husband insisting, suitcases hint, heavy air, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 玄関の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 線引きの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 返事を急がず『相談してから』を繰り返す
締め: 余韻を残して、安心で終える。",,義実家同居を迫られた｜逃げ場が消える現実,workspaces/scripts/CH23/004/content/assembled.md,,,,家族,義実家,玄関,線引き,心を守る,境目,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
5,CH23,005,CH23-005,CH23-005,介護の負担が私だけに｜優しさが枯れた夫婦,topic_research: pending,,workspaces/scripts/CH23/005/content/assembled.md,未完了,8139,2025-12-23 18:20:28,介護が私だけ,優しさが枯れた,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「介護が私だけ」から始まる物語で、守れるための見方を静かに渡します。最後は 今夜は『一つだけ頼む』相手を決める を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: 寝室の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 頼るの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『一つだけ頼む』相手を決める
締め: 余韻を残して、安心で終える。",,,,,,,,介護が私だけ 優しさが枯れた,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Bedroom evening, wife exhausted sitting, care用品 (pillbox, towel) on right, husband indifferent, heavy mood. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 寝室の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 頼るの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『一つだけ頼む』相手を決める
締め: 余韻を残して、安心で終える。",,介護の負担が私だけに｜優しさが枯れた夫婦,workspaces/scripts/CH23/005/content/assembled.md,,,,介護,限界,寝室,頼る,守れる,細い糸,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
6,CH23,006,CH23-006,CH23-006,相続の話をした瞬間、家族が割れた｜お金で崩壊する夜,topic_research: pending,,workspaces/scripts/CH23/006/content/assembled.md,未完了,8340,2025-12-23 18:20:28,相続の話で,家族が割れた,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「相続の話で」から始まる物語で、心を守るための見方を静かに渡します。最後は 今夜は『結論を出さない』を家族に伝える を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: 家族会議の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 落ち着くの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『結論を出さない』を家族に伝える
締め: 余韻を残して、安心で終える。",,,,,,,,相続の話で 家族が割れた,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Living room family meeting, documents piles (no readable text), tense faces, wife in center-right stressed, heavy mood. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 家族会議の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 落ち着くの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『結論を出さない』を家族に伝える
締め: 余韻を残して、安心で終える。",,相続の話をした瞬間、家族が割れた｜お金で崩壊する夜,workspaces/scripts/CH23/006/content/assembled.md,,,,家族,相続,家族会議,落ち着く,心を守る,割れた皿,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
7,CH23,007,CH23-007,CH23-007,夫の隠し借金が見つかった｜封筒の中が地獄だった,topic_research: pending,,workspaces/scripts/CH23/007/content/assembled.md,未完了,8423,2025-12-23 18:20:28,隠し借金,封筒の中が地獄,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「隠し借金」から始まる物語で、守れるための見方を静かに渡します。最後は その夜は『一枚だけ』書類を分けて置く を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: テーブルの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 確認するの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: その夜は『一枚だけ』書類を分けて置く
締め: 余韻を残して、安心で終える。",,,,,,,,隠し借金 封筒の中が地獄,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Home table night, plain envelopes (no text) spread, wife shocked, husband looking away, heavy atmosphere, lamp light. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: テーブルの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 確認するの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: その夜は『一枚だけ』書類を分けて置く
締め: 余韻を残して、安心で終える。",,夫の隠し借金が見つかった｜封筒の中が地獄だった,workspaces/scripts/CH23/007/content/assembled.md,,,,お金,不信,テーブル,確認する,守れる,赤い封筒,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
8,CH23,008,CH23-008,CH23-008,夫のスマホを見てしまった｜その名前、誰,topic_research: pending,,workspaces/scripts/CH23/008/content/assembled.md,未完了,8233,2025-12-23 18:20:28,夫のスマホ,その名前、誰,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「夫のスマホ」から始まる物語で、落ち着くための見方を静かに渡します。最後は 確認は明日にして、今夜は『寝る』を優先する を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: 寝室の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 決めつけないの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 確認は明日にして、今夜は『寝る』を優先する
締め: 余韻を残して、安心で終える。",,,,,,,,夫のスマホ その名前、誰,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Bedroom night, wife holding phone shocked, husband back turned, phone screen abstract (no readable text), heavy mood. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 寝室の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 決めつけないの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 確認は明日にして、今夜は『寝る』を優先する
締め: 余韻を残して、安心で終える。",,夫のスマホを見てしまった｜その名前、誰,workspaces/scripts/CH23/008/content/assembled.md,,,,不安,疑い,寝室,決めつけない,落ち着く,暗い画面,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
9,CH23,009,CH23-009,CH23-009,熟年離婚を口にしたら脅された｜出ていけと言われた夜,topic_research: pending,,workspaces/scripts/CH23/009/content/assembled.md,未完了,8059,2025-12-23 18:20:28,離婚を口にしたら,脅された,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「離婚を口にしたら」から始まる物語で、守れるための見方を静かに渡します。最後は 今夜は『味方』の連絡先を一つ確認する を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: 玄関の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 安全の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『味方』の連絡先を一つ確認する
締め: 余韻を残して、安心で終える。",,,,,,,,離婚を口にしたら 脅された,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Entrance night, wife holding keys, husband angry posture, heavy mood, dim lighting, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 玄関の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 安全の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『味方』の連絡先を一つ確認する
締め: 余韻を残して、安心で終える。",,熟年離婚を口にしたら脅された｜出ていけと言われた夜,workspaces/scripts/CH23/009/content/assembled.md,,,,夫婦,恐れ,玄関,安全,守れる,鍵,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
10,CH23,010,CH23-010,CH23-010,私の病院代を渋る夫｜心が折れる現実,topic_research: pending,,workspaces/scripts/CH23/010/content/assembled.md,未完了,8424,2025-12-23 18:20:28,病院代を渋る,心が折れる,,夫婦・家族の摩耗を物語で整理して、心と生活を守る選択肢へ。 「病院代を渋る」から始まる物語で、守れるための見方を静かに渡します。最後は 『自分の体を守る』を最優先にする を一手だけ残して、安心で終えます。,60代以上中心（妻側視点多め）。夫婦・介護・同居で限界を感じ、誰にも言えないまま心がすり減っている人。,"導入: 病院待合の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 尊厳の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 『自分の体を守る』を最優先にする
締め: 余韻を残して、安心で終える。",,,,,,,,病院代を渋る 心が折れる,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but heavy mood, realistic Japanese interior, Japanese couple in their 60s, center-right subjects, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: Hospital waiting room, wife tearful, husband cold looking at phone, calm but heavy mood, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 病院待合の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 尊厳の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 『自分の体を守る』を最優先にする
締め: 余韻を残して、安心で終える。",,私の病院代を渋る夫｜心が折れる現実,workspaces/scripts/CH23/010/content/assembled.md,,,,虚しさ,尊厳,病院待合,尊厳,守れる,診察券,※本チャンネルの物語はフィクションです。,・争いを増やさない選択肢<br>・今夜できる一手
