No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること
1,CH03,1,CH03-001,CH03-001,【熟睡革命】70代からの睡眠リセット術,completed,,workspaces/scripts/CH03/001/content/assembled.md,✅完了,6944,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,✅ 完了 Δ0.3ms blocks=272,待機中,,完了 2025-11-04 CH03-001,年金だけでもなぜか裕福な人,被写体: 「こんな方法があったなんて！」と驚きの表情を浮かべる日本人の高齢女性。構図: 女性の顔を画面右側に大きく配置。左側には輝く大量の札束が置かれている。背景: 青と紫のシンプルなグラデーション背景。照明: 顔と札束を明るく照らすスポットライトのようなドラマチックな照明、ハイコントラスト。スタイル: クリックを誘うYouTubeサムネイルスタイル。アスペクト比: 16:9,"【上部バナー】
・形状/色: 高さ108pxの帯。色はR:204 G:0 B:0 (#CC0000)。
・テキスト: 「知らないと大損」
　- フォント: Noto Sans JP Black等の極太ゴシック体。
　- 効果: 2pxの黒境界線。
【メインテキスト】
・テキスト: 「年金だけでも裕福な人の秘密」
　- サイズ/色: 高さ75px。「秘密」を130%に拡大し黄色(#FFFF00)に。
　- 効果: 太い黒縁(8%)の外側に細い白縁(2px)。強い黒ドロップシャドウ。
　- 配置: 画像左半分に札束と重ねて配置。
【全体補正】
・彩度+15、コントラスト+10で全体を鮮やかに。",,年金収入だけでも豊かに暮らす人々の具体的な生活術と思考法を解説。固定費（住居費、通信費）の見直し、食費などの変動費を抑える工夫、健康維持による医療費削減、ポイントやシニア割引などの情報収集力、年を重ねても学び続ける姿勢など、誰でも実践可能な共通点をランキング形式で紹介する。,1. 家計簿アプリの画面をスマートフォンで確認し、満足げに頷く高齢者の手元。グラフは支出が減り、貯蓄が増えていることを示している。 イラスト調で、16:9 <br> 2. 電力会社のロゴが入った封筒と、格安SIMのロゴが入った封筒を天秤にかける。格安SIM側が明らかに軽い。 イラスト調で、16:9 <br> 3. スーパーマーケットで「見切り品」や「割引シール」が貼られた食材を賢く選んでいる、楽しげな高齢者の姿。 イラスト調で、16:9 <br> 4. 公園で元気にウォーキングやストレッチをする高齢者のグループ。健康的な生活が医療費削減につながるイメージ。 イラスト調で、16:9 <br> 5. ポイントカードやスマートフォンの決済アプリ画面のクローズアップ。たくさんのポイントが貯まっているのが分かる。 イラスト調で、16:9 <br> 6. 図書館で本を読んだり、地域の公民館で新しい趣味（陶芸など）を学んだりしている、生き生きとした高齢者の姿。 イラスト調で、16:9 <br> 7. 古い家電を最新の省エネ家電に買い替え、電気代のメーターがゆっくり回る様子を表現したCG。 イラスト調で、16:9 <br> 8. シンプルな和食の食卓。ご飯、味噌汁、焼き魚、おひたしなど、質素だが栄養バランスの取れた豊かな食事。 イラスト調で、16:9 <br> 9. クローゼットの中を整理し、不要な服をリサイクルショップの袋に詰めている様子。 イラスト調で、16:9 <br> 10. 小さな植木鉢で家庭菜園（ネギやハーブなど）を育て、収穫している笑顔の高齢者。 イラスト調で、16:9,,workspaces/scripts/CH03/001/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
2,CH03,2,CH03-002,CH03-002,【警告】医者が警鐘！60歳過ぎたら絶対口にしてはいけない食べ物ワースト3,script_validated,,workspaces/scripts/CH03/002/content/assembled.md,✅完了,7053,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,,待機中,,,医者は絶対食べない！老化を加速させる食べ物,被写体: 白衣を着た日本人男性医師が、眉をひそめ「それはダメだ！」と視聴者に力強く手を突き出して制止している。構図: 医師を画面右側に配置。左側には菓子パンや加工肉の皿が置かれている。背景: 危険を煽る赤黒いグラデーション背景。照明: 顔と手に強いライトが当たるハイコントラストな照明。スタイル: 警告系のYouTubeサムネイルスタイル。アスペクト比: 16:9,"【上部バナー】
・形状/色: 高さ108pxの帯。色はR:204 G:0 B:0 (#CC0000)。
・テキスト: 「医者は絶対食べない」
　- フォント: Noto Sans JP Black等の極太ゴシック体。
　- 効果: 2pxの黒境界線。
【メインテキスト】
・テキスト: 「老化を加速させる最悪の食品」
　- サイズ/色: 高さ75px。「最悪」を130%に拡大し黄色(#FFFF00)に。
　- 効果: 太い黒縁(8%)の外側に細い白縁(2px)。強い黒ドロップシャドウ。
　- 配置: 画像左半分に食品と重ねて配置。
【全体補正】
・彩度+15、コントラスト+10で全体を鮮やかに。",,医学的観点から、60歳以降の身体に大きな負担をかけ、老化を促進する食品をワースト3形式で紹介。加工肉（添加物・塩分）、菓子パン（血糖値スパイク・トランス脂肪酸）、酸化した油を使った揚げ物などが、体内でどのように作用し、生活習慣病のリスクを高めるかを医師が解説する。,1. ハムやソーセージなどの加工肉に「多くの添加物」という警告ラベルが貼られている。 イラスト調で、16:9 <br> 2. 血糖値の急上昇（血糖値スパイク）を表現した、ジェットコースターのような激しいグラフ。その始点には菓子パンが置かれている。 イラスト調で、16:9 <br> 3. 何度も使われて黒く酸化した天ぷら油の入った鍋。不健康で危険なイメージ。 イラスト調で、16:9 <br> 4. 人間の血管の断面図。片方は綺麗で、もう片方は揚げ物などが原因でドロドロに詰まっている様子の比較。 イラスト調で、16:9 <br> 5. 山盛りのフライドポテトと清涼飲料水のセットの上に、大きく赤い禁止マーク。 イラスト調で、16:9 <br> 6. 白衣を着た医師が、カップラーメンの成分表示を指さし、厳しい表情で「No」と言っている。 イラスト調で、16:9 <br> 7. 新鮮な魚や野菜などの健康的な食材が光り輝き、ジャンクフードが影の中に沈んでいる対比の構図。 イラスト調で、16:9 <br> 8. 「AGEs（終末糖化産物）」という文字が、こんがり焼けたホットケーキの表面に浮かび上がっているイメージ。 イラスト調で、16:9 <br> 9. 塩分過多を象徴する、塩の山に埋もれた漬物や干物。 イラスト調で、16:9 <br> 10. ケーキや大福などの甘い和洋菓子が、体内で「糖化」という老化現象を引き起こす様子の抽象的なCG。 イラスト調で、16:9,,workspaces/scripts/CH03/002/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
3,CH03,3,CH03-003,CH03-003,【要注意】コレを言うと嫌われる！子供や孫に絶対言ってはいけない一言,completed,,workspaces/scripts/CH03/003/content/assembled.md,✅完了,6727,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,,待機中,,,良かれと思って言ったのに…孫に嫌われる一言,被写体: 「しまった！」という表情で口に手を当てる日本人の祖母。構図: 祖母の顔を画面右側に大きく配置。左側には泣き顔の絵文字や、ヒビの入ったハートのアイコンを配置するスペースを確保。背景: 気まずさを表現する、紫とグレーのグラデーション。照明: 顔に影が落ちる、少しシリアスな照明。スタイル: 人間関係の注意喚起系サムネイル。アスペクト比: 16:9,"【上部バナー】
・形状/色: 高さ108pxの帯。色はR:204 G:0 B:0 (#CC0000)。
・テキスト: 「良かれと思ってたのに…」
　- フォント: Noto Sans JP Black等の極太ゴシック体。
　- 効果: 2pxの黒境界線。
【メインテキスト】
・テキスト: 「孫に嫌われる禁断の一言」
　- サイズ/色: 高さ75px。「禁断」を130%に拡大し黄色(#FFFF00)に。
　- 効果: 太い黒縁(8%)の外側に細い白縁(2px)。強い黒ドロップシャドウ。
　- 配置: 画像左半分にアイコンと重ねて配置。
【全体補正】
・彩度+15、コントラスト+10で全体を鮮やかに。",,祖父母が善意で言ったつもりが、意図せず子供や孫との関係を悪化させてしまう具体的な言葉を紹介。「まだ結婚しないの？」といったプレッシャーをかける言葉や、「太ったね」などの容姿に関する指摘、他の子と比較する発言など、世代間の価値観の違いから生じるNGワードを心理的な解説と共に紹介する。,1. 「まだ結婚しないの？」という言葉の吹き出しが、若い女性に重くのしかかっているような風刺画。 イラスト調で、16:9 <br> 2. 「太ったね」という言葉が矢のように飛んできて、若い女性の心に突き刺さるイメージ。 イラスト調で、16:9 <br> 3. 成績表を見せられ、他の子供と比較されて落ち込んでいる子供の姿。 イラスト調で、16:9 <br> 4. 善意のつもりで渡したおせっかいなアドバイスが、相手にとっては大きなお世話になっている様子のコミカルな絵。 イラスト調で、16:9 <br> 5. 世代間の価値観の違いを、深い谷で隔てられた二つの岸に立つ祖父母と孫の姿で表現。 イラスト調で、16:9 <br> 6. 「私たちの若い頃は…」という昔話に、孫がうんざりしてヘッドフォンで耳を塞いでいる。 イラスト調で、16:9 <br> 7. 良かれと思って言った一言で、相手との間にガラスの壁ができてしまう瞬間のイメージ。 イラスト調で、16:9 <br> 8. 孫の個性的なファッションや髪型を、古い価値観で否定してしまい、悲しませる場面。 イラスト調で、16:9 <br> 9. 壊れた関係を修復しようと、困った顔で謝っている祖父母の姿。 イラスト調で、16:9 <br> 10. 口にチャックをしているキャラクター。「言う前に一呼吸」という標語が添えられている。 イラスト調で、16:9,,workspaces/scripts/CH03/003/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
4,CH03,4,CH03-004,CH03-004,【死ぬ前にやるべき】面倒でも絶対に残してはいけない物リスト10選,script_validated,6.0,workspaces/scripts/CH03/004/content/assembled.md,✅完了,6955,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,,待機中,,,残される家族が一番困るモノ今すぐ捨てなさい！,被写体: 頭を抱えて「どうして…」と絶望している表情の日本人中年男性。構図: 男性の顔を画面右側に配置。左側にはガラクタの山。背景: 埃っぽく薄暗い部屋。照明: 上から照らす一筋の光が男性の絶望感を強調する。スタイル: 問題提起系のYouTubeサムネイル。アスペクト比: 16:9,"【上部バナー】
・形状/色: 高さ108pxの帯。色はR:204 G:0 B:0 (#CC0000)。
・テキスト: 「実は一番困るモノ」
　- フォント: Noto Sans JP Black等の極太ゴシック体。
　- 効果: 2pxの黒境界線。
【メインテキスト】
・テキスト: 「今すぐ実家のコレ捨てて！」
　- サイズ/色: 高さ75px。「コレ」を130%に拡大し黄色(#FFFF00)に。
　- 効果: 太い黒縁(8%)の外側に細い白縁(2px)。強い黒ドロップシャドウ。
　- 配置: 画像左半分にガラクタと重ねて配置。
【全体補正】
・彩度-10、コントラスト+15でシリアスな雰囲気を強調。",,遺品整理で家族が最も処分に困るものをリストアップし、元気なうちに整理しておく「生前整理」の重要性を解説。処分に困る趣味の収集品、大量の写真やアルバム、デジタル遺品（PCやスマホのデータ）、名義が不明な金融資産など、残される家族の金銭的・時間的・精神的負担を減らすための具体的な方法を提示する。,1. 故人の部屋で、大量の趣味の収集品（古いカメラやレコードなど）を前に、途方に暮れる遺族の姿。 イラスト調で、16:9 <br> 2. 何十冊もある分厚い写真アルバムの山。整理する大変さが伝わる。 イラスト調で、16:9 <br> 3. ロックがかかって開けない故人のスマートフォンやパソコン。デジタル遺品の困りごとを表現。 イラスト調で、16:9 <br> 4. どこの銀行のものか分からない古い通帳や印鑑が複数出てきて、困惑する家族。 イラスト調で、16:9 <br> 5. 「いつか使うかも」と溜め込まれた大量の紙袋や包装紙、来客用の布団の山。 イラスト調で、16:9 <br> 6. 亡くなった親の衣類が詰まったクローゼットを開け、思い出に浸りながらも処分に悩む子供。 イラスト調で、16:9 <br> 7. 仏壇や神棚、お墓の管理について、家族が話し合っているシリアスな場面。 イラスト調で、16:9 <br> 8. エンディングノートに自分の希望を書き込んでいる、穏やかな表情の高齢者。 イラスト調で、16:9 <br> 9. 「生前整理」でスッキリと片付いた部屋で、晴れやかな気持ちでお茶を飲む高齢者の姿。 イラスト調で、16:9 <br> 10. ゴミ収集車と、山積みにされた不用品。「捨てる」決断の重要性を表現。 イラスト調で、16:9,,workspaces/scripts/CH03/004/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
5,CH03,5,CH03-005,CH03-005,【知らないと損】60歳から使える「シニア割引」完全攻略ガイド2025,script_validated,,workspaces/scripts/CH03/005/content/assembled.md,✅完了,7220,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,,生成中 1/1,,,使わなきゃ大損！シニア割引 最強ガイド,被写体: クーポン券を握りしめ、「信じられない！」と口を大きく開けて驚く日本人の高齢者夫婦。構図: 夫婦を画面右側に大きく配置。左側には「¥」マークや「%OFF」などのアイコンを配置。背景: 金色がかった放射状の集中線。照明: 明るく、ハイライトが強いお祝いのような照明。スタイル: お得情報系のYouTubeサムネイル。アスペクト比: 16:9,✅完了,,4451,completed,,workspaces/scripts/CH03/005/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
6,CH03,6,CH03-006,CH03-006,【最強の生き方】60歳からの『孤独』は、実は最高の贅沢である理由,script_validated,,workspaces/scripts/CH03/006/content/assembled.md,✅完了,6948,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,,待機中,,,「孤独」こそ、老後の最強の武器,被写体: 悟りを開いたような、自信に満ちた穏やかな表情の品の良い日本人高齢男性。構図: 男性の顔を右側に配置。左側には輝くオーラのようなエフェクト。背景: 静かで美しい書斎。照明: 後光が差すような、神々しいライティング。スタイル: 自己啓発系のYouTubeサムネイル。アスペクト比: 16:9,"【上部バナー】
・形状/色: 高さ108pxの帯。色はR:204 G:0 B:0 (#CC0000)。
・テキスト: 「99%が知らない真実」
　- フォント: Noto Sans JP Black等の極太ゴシック体。
　- 効果: 2pxの黒境界線。
【メインテキスト】
・テキスト: 「『孤独』こそ老後の最強の武器」
　- サイズ/色: 高さ75px。「最強の武器」を130%に拡大し黄色(#FFFF00)に。
　- 効果: 太い黒縁(8%)の外側に細い白縁(2px)。強い黒ドロップシャドウ。
　- 配置: 画像左半分にエフェクトと重ねて配置。
【全体補正】
・彩度+15、コントラスト+10で全体を鮮やかに。",,「孤独＝寂しいもの」という従来の価値観を覆し、老後における「孤独」のポジティブな側面を解説。社会的しがらみから解放され、他人の評価を気にせず、自分のためだけに時間を使えることの豊かさを説く。趣味や学び直しに没頭するなど、自立した「個」の時間を持つことが、精神的な充足感につながる理由を探る。,1. 一人で静かなカフェの窓際席に座り、読書に没頭している品の良い高齢男性。 イラスト調で、16:9 <br> 2. 他人の目を気にせず、自分のペースで美術館の絵画をじっくりと鑑賞している女性。 イラスト調で、16:9 <br> 3. 早朝の静かな公園で、一人でゆっくりと太極拳をしている、満ち足りた表情の人物。 イラスト調で、16:9 <br> 4. 誰にも邪魔されず、自分の書斎で好きな音楽を聴きながら趣味（模型作りなど）に集中している。 イラスト調で、16:9 <br> 5. 一人旅で訪れた美しい自然風景（例：京都の竹林）の中で、深呼吸をしている後ろ姿。 イラスト調で、16:9 <br> 6. 「孤独」という言葉が、「自由」や「思索」というポジティブな言葉に書き換えられるアニメーション風のイメージ。 イラスト調で、16:9 <br> 7. 長年やりたかった楽器（ギターやピアノ）を、一人で練習している楽しそうな姿。 イラスト調で、16:9 <br> 8. 会社や人間関係のしがらみを表す鎖が、ちぎれて解放される瞬間の抽象的な絵。 イラスト調で、16:9 <br> 9. 自分自身と対話するように、日記や手帳に何かを書き込んでいる穏やかな横顔。 イラスト調で、16:9 <br> 10. 大勢での賑やかな集まりと、一人で過ごす静かで豊かな時間の対比。後者にスポットライトが当たっている。 イラスト調で、16:9,,workspaces/scripts/CH03/006/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
7,CH03,7,CH03-007,CH03-007,【相続で絶対モメる】弁護士が語る「遺言書」の絶対NGな書き方,script_validated,1.0,workspaces/scripts/CH03/007/content/assembled.md,✅完了,7608,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,,待機中,,,良かれと思ったのに…絶対モメる遺言書,被写体: 「甘く見るな！」と視聴者を指差して警告する、険しい表情のスーツ姿の日本人男性弁護士。構図: 弁護士を右側に配置。左側には破られた遺言書のイラストと、炎のエフェクト。背景: 暗い裁判所の一室。照明:顔に強い影ができる、サスペンスドラマのような照明。スタイル: 警告系のYouTubeサムネイル。アスペクト比: 16:9,✅完了,,13522,pending,,workspaces/scripts/CH03/007/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
8,CH03,8,CH03-008,CH03-008,【危険なサイン】認知症の初期症状、家族だから気付ける10の兆候,script_validated,,workspaces/scripts/CH03/008/content/assembled.md,✅完了,6905,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,,待機中,,,これ、ただの物忘れ？認知症の危険なサイン,被写体: 白衣を着た日本人脳神経内科医が、「これがサインです」と視聴者の目を見て真剣に語りかけている。構図: 医師を右側に配置。左側には脳の断面図と、警告を示す赤色のビックリマークのアイコン。背景: 近未来的な医療施設の青い背景。照明: 知的さとシリアスさを両立するクリアな照明。スタイル: 医療解説系のYouTubeサムネイル。アスペクト比: 16:9,"【上部バナー】
・形状/色: 高さ108pxの帯。色はR:204 G:0 B:0 (#CC0000)。
・テキスト: 「ただの物忘れじゃない」
　- フォント: Noto Sans JP Black等の極太ゴシック体。
　- 効果: 2pxの黒境界線。
【メインテキスト】
・テキスト: 「認知症のヤバい初期サイン」
　- サイズ/色: 高さ75px。「ヤバい」を130%に拡大し黄色(#FFFF00)に。
　- 効果: 太い黒縁(8%)の外側に細い白縁(2px)。強い黒ドロップシャドウ。
　- 配置: 画像左半分にアイコンと重ねて配置。
【全体補正】
・彩度+15、コントラスト+10で全体を鮮やかに。",,単なる加齢による物忘れと、認知症の初期症状との違いを具体的に解説。最近の出来事を忘れる、時間や場所の感覚が曖昧になる、慣れた作業で手順を間違える、人柄が変わる（怒りっぽくなる等）、関心や意欲が低下するなど、家族だからこそ気付ける10の危険な兆候を紹介し、早期発見・早期対応の重要性を訴える。,pending,,workspaces/scripts/CH03/008/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
9,CH03,9,CH03-009,CH03-009,【寝たきり予防】1日5分！整形外科医が教える「座ったまま体操」,script_validated,1.0,workspaces/scripts/CH03/009/content/assembled.md,✅完了,7275,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,,待機中,,完了 2025-10-28,寝たきりになりたくなければ今すぐこの体操やれ！,被写体: 白衣を着た日本人男性の理学療法士が、「さあ、一緒に！」と力強い笑顔でポーズをとっている。構図: 理学療法士を右側に配置。左側には体操の動きを示す矢印や、筋肉のイラストアイコンを配置。背景: 明るく清潔なジム。照明: 健康的でエネルギッシュな印象を与える明るい照明。スタイル: 健康・運動系のYouTubeサムネイル。アスペクト比: 16:9,,,,,,workspaces/scripts/CH03/009/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
10,CH03,10,CH03-010,CH03-010,【人生の黄金期】70歳からが一番楽しい！幸せな晩年を送る人の思考法,script_validated,1.0,workspaces/scripts/CH03/010/content/assembled.md,✅完了,7827,2025-10-29 21:44:30,,,,,50〜70代で体力や健康に不安を抱えつつ、病院だけに頼らず日々の習慣で身体と心を整えたいと願うシニア。,,,,,,待機中,,,70歳からが人生の黄金期だった！,被写体: 美しい満開の桜並木の下で、晴れやかな笑顔で手を取り合う日本人の高齢者夫婦。構図: 夫婦を右側に配置。左側にはキラキラと輝く光のエフェクト。背景: 青空と桜。照明: 幸福感を最大限に引き出す、柔らかく温かい自然光。スタイル: 感動系のYouTubeサムネイル。アスペクト比: 16:9,✅完了,,14756,pending,,workspaces/scripts/CH03/010/content/assembled.md,,,,血流ケア,冷え,朝の台所,養生訓,体のこわばりが和らぐ,体のサビを落とす,病院に行くほどではない不調を、今日の生活習慣で整えましょう。,"・膝を守る座り方
・血流を促す足指ケア"
