No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること
1,CH21,001,CH21-001,CH21-001,京都・嵐山 早朝散歩｜川の音で寝落ち,topic_research: pending,,workspaces/scripts/CH21/001/content/assembled.md,未完了,,2025-12-23 23:43:33,嵐山 早朝,川の音で寝落ち,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「嵐山 早朝」を入口に、ゆるむ方向へ静かに運びます。最後は 目を閉じて聞き流す を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 京都・嵐山の朝の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 目を閉じて聞き流す
締め: 余韻を残して静かに終える。",,,,,,,,嵐山 早朝 川の音で寝落ち,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Early morning river in Japan, soft mist, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 京都・嵐山の朝の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 目を閉じて聞き流す
締め: 余韻を残して静かに終える。",,京都・嵐山 早朝散歩｜川の音で寝落ち,workspaces/scripts/CH21/001/content/assembled.md,,,,疲れ,ストレス,京都・嵐山の朝,旅の情景,ゆるむ,川音,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
2,CH21,002,CH21-002,CH21-002,鎌倉の雨｜静かな寺と海,topic_research: pending,,workspaces/scripts/CH21/002/content/assembled.md,未完了,,2025-12-23 23:43:33,鎌倉の雨,静かな寺と海,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「鎌倉の雨」を入口に、落ち着く方向へ静かに運びます。最後は 吐く息を長く を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 雨の鎌倉の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 吐く息を長く
締め: 余韻を残して静かに終える。",,,,,,,,鎌倉の雨 静かな寺と海,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Rainy street and sea, soft bokeh, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 雨の鎌倉の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 吐く息を長く
締め: 余韻を残して静かに終える。",,鎌倉の雨｜静かな寺と海,workspaces/scripts/CH21/002/content/assembled.md,,,,疲れ,ストレス,雨の鎌倉,旅の情景,落ち着く,雨音,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
3,CH21,003,CH21-003,CH21-003,函館の夜景｜光を見下ろす夜,topic_research: pending,,workspaces/scripts/CH21/003/content/assembled.md,未完了,,2025-12-23 23:43:33,函館の夜景,光の余韻,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「函館の夜景」を入口に、落ち着く方向へ静かに運びます。最後は 肩の力を抜く を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 函館の夜の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 肩の力を抜く
締め: 余韻を残して静かに終える。",,,,,,,,函館の夜景 光の余韻,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Night city lights from hill, calm bokeh, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 函館の夜の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 肩の力を抜く
締め: 余韻を残して静かに終える。",,函館の夜景｜光を見下ろす夜,workspaces/scripts/CH21/003/content/assembled.md,,,,疲れ,ストレス,函館の夜,旅の情景,落ち着く,灯り,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
4,CH21,004,CH21-004,CH21-004,白川郷の雪｜あたたかい灯り,topic_research: pending,,workspaces/scripts/CH21/004/content/assembled.md,未完了,,2025-12-23 23:43:33,白川郷の雪,あたたかい灯り,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「白川郷の雪」を入口に、ほっとする方向へ静かに運びます。最後は 毛布を整える を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 雪の集落の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 毛布を整える
締め: 余韻を残して静かに終える。",,,,,,,,白川郷の雪 あたたかい灯り,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Snow village at night, warm window lights, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 雪の集落の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 毛布を整える
締め: 余韻を残して静かに終える。",,白川郷の雪｜あたたかい灯り,workspaces/scripts/CH21/004/content/assembled.md,,,,疲れ,冷える,雪の集落,旅の情景,ほっとする,雪灯り,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
5,CH21,005,CH21-005,CH21-005,瀬戸内の夕暮れ｜船と波の音,topic_research: pending,,workspaces/scripts/CH21/005/content/assembled.md,未完了,,2025-12-23 23:43:33,瀬戸内 夕暮れ,船と波の音,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「瀬戸内 夕暮れ」を入口に、ゆるむ方向へ静かに運びます。最後は 吐く息を長く を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 瀬戸内の海の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 吐く息を長く
締め: 余韻を残して静かに終える。",,,,,,,,瀬戸内 夕暮れ 船と波の音,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Calm sea at sunset, small ferry silhouette, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 瀬戸内の海の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 吐く息を長く
締め: 余韻を残して静かに終える。",,瀬戸内の夕暮れ｜船と波の音,workspaces/scripts/CH21/005/content/assembled.md,,,,疲れ,ストレス,瀬戸内の海,旅の情景,ゆるむ,波,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
6,CH21,006,CH21-006,CH21-006,金沢の朝｜茶屋街の静けさ,topic_research: pending,,workspaces/scripts/CH21/006/content/assembled.md,未完了,,2025-12-23 23:43:33,金沢の朝,茶屋街の静けさ,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「金沢の朝」を入口に、落ち着く方向へ静かに運びます。最後は 深呼吸を3回 を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 金沢の朝の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 深呼吸を3回
締め: 余韻を残して静かに終える。",,,,,,,,金沢の朝 茶屋街の静けさ,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Quiet old street morning, soft light, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 金沢の朝の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 深呼吸を3回
締め: 余韻を残して静かに終える。",,金沢の朝｜茶屋街の静けさ,workspaces/scripts/CH21/006/content/assembled.md,,,,疲れ,ストレス,金沢の朝,旅の情景,落ち着く,石畳,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
7,CH21,007,CH21-007,CH21-007,高原の牧場｜風の匂い,topic_research: pending,,workspaces/scripts/CH21/007/content/assembled.md,未完了,,2025-12-23 23:43:33,高原の風,牧場の匂い,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「高原の風」を入口に、ゆるむ方向へ静かに運びます。最後は 肩を落として吐く を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 高原の午後の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 肩を落として吐く
締め: 余韻を残して静かに終える。",,,,,,,,高原の風 牧場の匂い,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Highland pasture, gentle breeze, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 高原の午後の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 肩を落として吐く
締め: 余韻を残して静かに終える。",,高原の牧場｜風の匂い,workspaces/scripts/CH21/007/content/assembled.md,,,,疲れ,ストレス,高原の午後,旅の情景,ゆるむ,風,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
8,CH21,008,CH21-008,CH21-008,屋久島の森｜苔と雨の音,topic_research: pending,,workspaces/scripts/CH21/008/content/assembled.md,未完了,,2025-12-23 23:43:33,屋久島の森,雨の音,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「屋久島の森」を入口に、落ち着く方向へ静かに運びます。最後は 目を閉じて聞き流す を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 森の雨の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 目を閉じて聞き流す
締め: 余韻を残して静かに終える。",,,,,,,,屋久島の森 雨の音,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Rainy ancient forest, moss, soft, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 森の雨の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 目を閉じて聞き流す
締め: 余韻を残して静かに終える。",,屋久島の森｜苔と雨の音,workspaces/scripts/CH21/008/content/assembled.md,,,,疲れ,ストレス,森の雨,旅の情景,落ち着く,苔,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
9,CH21,009,CH21-009,CH21-009,沖縄の星空｜波が近い夜,topic_research: pending,,workspaces/scripts/CH21/009/content/assembled.md,未完了,,2025-12-23 23:43:33,沖縄の星空,波が近い夜,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「沖縄の星空」を入口に、眠りに落ちる方向へ静かに運びます。最後は 吐く息を長く を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 海辺の夜の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 吐く息を長く
締め: 余韻を残して静かに終える。",,,,,,,,沖縄の星空 波が近い夜,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Starry beach night, gentle waves, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 海辺の夜の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 吐く息を長く
締め: 余韻を残して静かに終える。",,沖縄の星空｜波が近い夜,workspaces/scripts/CH21/009/content/assembled.md,,,,疲れ,ストレス,海辺の夜,旅の情景,眠りに落ちる,星,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
10,CH21,010,CH21-010,CH21-010,小樽の運河｜夜の水面,topic_research: pending,,workspaces/scripts/CH21/010/content/assembled.md,未完了,,2025-12-23 23:43:33,小樽の運河,夜の水面,,旅の情景を音だけで案内し、ゆっくり寝落ちへ。 「小樽の運河」を入口に、落ち着く方向へ静かに運びます。最後は 肩の力を抜く を一手だけ残して、安心で終えます。,20〜60代中心。旅の情景を想像しながら、音だけでリラックスして眠りたい人。,"導入: 運河の夜の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 肩の力を抜く
締め: 余韻を残して静かに終える。",,,,,,,,小樽の運河 夜の水面,"16:9, high resolution, calm night travel mood, beautiful landscape, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Canal at night, lantern reflections, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 運河の夜の旅先へ案内する。
本編: 五感描写を重ね、盛り上げすぎない。
間: 場面の区切りで静かな間を入れる。
今夜の一手: 肩の力を抜く
締め: 余韻を残して静かに終える。",,小樽の運河｜夜の水面,workspaces/scripts/CH21/010/content/assembled.md,,,,疲れ,ストレス,運河の夜,旅の情景,落ち着く,水面,眠れない夜に、音だけで旅へ。,・静かな旅の気分<br>・眠りの着地
