No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること
1,CH09,1,CH09-001,CH09-001,【話すと危険】口が裂けても他人に言うな7つのこと,script: drafted,,workspaces/scripts/CH09/001/content/assembled.md,未着手,8211,2025-12-04 12:00:00,【話すと危険】口が裂けても他人に言うな7つのこと,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 【話すと危険】口が裂けても他人に言うな7つのこと の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",朝、デスクに座った瞬間から判断が雪崩のように押し寄せる。,,,,,,【話すと危険】口が裂けても他人に言うな7つのこと,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,【話すと危険】口が裂けても他人に言うな7つのこと をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/001/content/assembled.md,,,,話すと危険,,,話すと危険,明日ひとつだけ試せる一歩が分かる,,口が裂けても他人に言うな7つのことで迷うときに。考え方と、今日からできる一歩を整理します。,・口が裂けても他人に言うな7つのことで苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
2,CH09,2,CH09-002,CH09-002,【縁切り警告】今すぐ距離を置く危険人物10選,script: drafted,,workspaces/scripts/CH09/002/content/assembled.md,未着手,5816,2025-12-04 12:00:00,【縁切り警告】今すぐ距離を置く危険人物10選,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 【縁切り警告】今すぐ距離を置く危険人物10選 の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",朝のデスクに座った瞬間から、決めることが山のように積み上がる。,,,,,,【縁切り警告】今すぐ距離を置く危険人物10選,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,【縁切り警告】今すぐ距離を置く危険人物10選 をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/002/content/assembled.md,,,,縁切り警告,,,縁切り警告,明日ひとつだけ試せる一歩が分かる,,今すぐ距離を置く危険人物10選で迷うときに。考え方と、今日からできる一歩を整理します。,・今すぐ距離を置く危険人物10選で苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
3,CH09,3,CH09-003,CH09-003,【人生を狂わせる相手】性根が腐った人の特徴8選,script: drafted,,workspaces/scripts/CH09/003/content/assembled.md,未着手,5680,2025-12-04 12:00:00,【人生を狂わせる相手】性根が腐った人の特徴8選,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 【人生を狂わせる相手】性根が腐った人の特徴8選 の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",会議の五分前、上司から新しい議題を押し込まれ、資料も足りないまま席に着く。,,,,,,【人生を狂わせる相手】性根が腐った人の特徴8選,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,【人生を狂わせる相手】性根が腐った人の特徴8選 をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/003/content/assembled.md,,,,人生を狂わせる相手,,,人生を狂わせる相手,明日ひとつだけ試せる一歩が分かる,,性根が腐った人の特徴8選で迷うときに。考え方と、今日からできる一歩を整理します。,・性根が腐った人の特徴8選で苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
4,CH09,4,CH09-004,CH09-004,友達がいないのは賢すぎるから｜孤独を選ぶ理由,script: drafted,,workspaces/scripts/CH09/004/content/assembled.md,未着手,6687,2025-12-04 12:00:00,友達がいないのは賢すぎるから｜孤独を選ぶ理由,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 友達がいないのは賢すぎるから｜孤独を選ぶ理由 の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",友達が減っていくのは怖いことだろうか。,,,,,,友達がいないのは賢すぎるから｜孤独を選ぶ理由,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,友達がいないのは賢すぎるから｜孤独を選ぶ理由 をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/004/content/assembled.md,,,,,,,友達がいないのは賢すぎるから｜孤独を選ぶ理由,明日ひとつだけ試せる一歩が分かる,,友達がいないのは賢すぎるから｜孤独を選ぶ理由で迷うときに。考え方と、今日からできる一歩を整理します。,・友達がいないのは賢すぎるから｜孤独を選ぶ理由で苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
5,CH09,5,CH09-005,CH09-005,【人間関係の真実】あなたを嫌っている人の特徴8選,script: drafted,,workspaces/scripts/CH09/005/content/assembled.md,未着手,5606,2025-12-04 12:00:00,【人間関係の真実】あなたを嫌っている人の特徴8選,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 【人間関係の真実】あなたを嫌っている人の特徴8選 の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",誰かの一言に刺されて一日中引きずる。,,,,,,【人間関係の真実】あなたを嫌っている人の特徴8選,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,【人間関係の真実】あなたを嫌っている人の特徴8選 をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/005/content/assembled.md,,,,人間関係の真実,,,人間関係の真実,明日ひとつだけ試せる一歩が分かる,,あなたを嫌っている人の特徴8選で迷うときに。考え方と、今日からできる一歩を整理します。,・あなたを嫌っている人の特徴8選で苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
6,CH09,6,CH09-006,CH09-006,賢い人ほど他人に無関心な7つの理由,script: drafted,,workspaces/scripts/CH09/006/content/assembled.md,未着手,5629,2025-12-04 12:00:00,賢い人ほど他人に無関心な7つの理由,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 賢い人ほど他人に無関心な7つの理由 の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",賢い人ほど、他人に無関心でいられる。,,,,,,賢い人ほど他人に無関心な7つの理由,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,賢い人ほど他人に無関心な7つの理由 をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/006/content/assembled.md,,,,,,,賢い人ほど他人に無関心な7つの理由,明日ひとつだけ試せる一歩が分かる,,賢い人ほど他人に無関心な7つの理由で迷うときに。考え方と、今日からできる一歩を整理します。,・賢い人ほど他人に無関心な7つの理由で苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
7,CH09,7,CH09-007,CH09-007,【もう一度信じたら終わり】裏切った人を許すな10の理由,script: drafted,,workspaces/scripts/CH09/007/content/assembled.md,未着手,5595,2025-12-04 12:00:00,【もう一度信じたら終わり】裏切った人を許すな10の理由,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 【もう一度信じたら終わり】裏切った人を許すな10の理由 の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",一度裏切られた人を、もう一度信じたいと思う自分を責める必要はありません。,,,,,,【もう一度信じたら終わり】裏切った人を許すな10の理由,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,【もう一度信じたら終わり】裏切った人を許すな10の理由 をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/007/content/assembled.md,,,,もう一度信じたら終わり,,,もう一度信じたら終わり,明日ひとつだけ試せる一歩が分かる,,裏切った人を許すな10の理由で迷うときに。考え方と、今日からできる一歩を整理します。,・裏切った人を許すな10の理由で苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
8,CH09,8,CH09-008,CH09-008,【人になめられる人】危険な特徴5選,script: drafted,,workspaces/scripts/CH09/008/content/assembled.md,未着手,5694,2025-12-04 12:00:00,【人になめられる人】危険な特徴5選,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 【人になめられる人】危険な特徴5選 の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",「また頼まれてしまった」「NOと言えなかった」。そう感じる夜は、自己嫌悪と疲労がセットでやってきます。,,,,,,【人になめられる人】危険な特徴5選,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,【人になめられる人】危険な特徴5選 をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/008/content/assembled.md,,,,人になめられる人,,,人になめられる人,明日ひとつだけ試せる一歩が分かる,,危険な特徴5選で迷うときに。考え方と、今日からできる一歩を整理します。,・危険な特徴5選で苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
9,CH09,9,CH09-009,CH09-009,【舐められたときこそチャンス】逆境を力に変える5つの言葉,script: drafted,,workspaces/scripts/CH09/009/content/assembled.md,未着手,5808,2025-12-04 12:00:00,【舐められたときこそチャンス】逆境を力に変える5つの言葉,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 【舐められたときこそチャンス】逆境を力に変える5つの言葉 の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",なめられたと感じた瞬間、心拍は上がり、言い返すか飲み込むかの二択に追い込まれがちです。,,,,,,【舐められたときこそチャンス】逆境を力に変える5つの言葉,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,【舐められたときこそチャンス】逆境を力に変える5つの言葉 をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/009/content/assembled.md,,,,舐められたときこそチャンス,,,舐められたときこそチャンス,明日ひとつだけ試せる一歩が分かる,,逆境を力に変える5つの言葉で迷うときに。考え方と、今日からできる一歩を整理します。,・逆境を力に変える5つの言葉で苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
10,CH09,10,CH09-010,CH09-010,幸せな人が必ずしてる8つの習慣,script: drafted,,workspaces/scripts/CH09/010/content/assembled.md,未着手,5553,2025-12-04 12:00:00,幸せな人が必ずしてる8つの習慣,,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",松下幸之助などの教えを軸に、人間関係の危険人物・縁切り・貧乏習慣・老後リスクを警告し、線引きと言い方・距離の取り方を具体化する長尺解説。,40〜70代。人間関係で消耗しやすい、優しいが舐められやすい層。老後やお金・運の不安を抱える視聴者。,導入: 幸せな人が必ずしてる8つの習慣 の恐れ/痛みを具体例で提示→本編: 松下幸之助の言葉＋人間関係/危険人物/習慣の視点で分解→実践: 今日から使えるチェックリスト・言い方・距離の取り方→締め: 注意喚起と希望をセットで提示。,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",幸せそうに見える人は、特別な才能があるからではありません。日々の小さな習慣を、静かに続けているからです。,,,,,,幸せな人が必ずしてる8つの習慣,clean workspace,左に黒帯テキスト 右に人物シルエット ゴシック体,"dramatic dark background, gold and crimson accent light, lone silhouette, cinematic lighting, high contrast, 16:9, no text",,図書館/本棚/ノート/窓辺/星空/懐中時計/ランプ/手帳/森の小道/朝の光,幸せな人が必ずしてる8つの習慣 をテーマに、企画意図と構成案に沿ってわかりやすく解説する回。,workspaces/scripts/CH09/010/content/assembled.md,,,,,,,幸せな人が必ずしてる8つの習慣,明日ひとつだけ試せる一歩が分かる,,幸せな人が必ずしてる8つの習慣で迷うときに。考え方と、今日からできる一歩を整理します。,・幸せな人が必ずしてる8つの習慣で苦しくなる理由\n・心を守る考え方\n・今日からできる一歩
