No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること
1,CH11,1,CH11-001,CH11-001,【60歳からの人間断捨離】人生の最後に無理して付き合う必要はない人｜ブッダが教え,script_validated,1.0,workspaces/scripts/CH11/001/content/assembled.md,✅完了,9835,2025-10-29 21:44:05,,,,「縁を切るべき人」シリーズのシニア特化版。「断捨離」という言葉で、残りの人生をストレスなく過ごすための人間関係整理術を提案します。,他人の目や言葉に振り回されがちな40〜60代。真面目で優しいがゆえに、人間関係・老後・お金・孤独の不安を抱え、仏教の整理術で心を軽くしたいと願っている人。,【導入】「年を重ねるほど、人付き合いが億劫になる…」その感情は自然なものだと共感。【捨てるべき関係】具体例を提示：①愚痴や不満ばかり言う人、②自慢話で優位に立ちたがる人、③いつも頼み事ばかりしてくる人。これらは仏教で言う「悪知識（悪い影響を与える友人）」です。【ブッダの教え】「慈悲の距離」という考え方を紹介。相手を憎むのではなく、自分の心の平穏を守るために、そっと距離を置くことは、自分と相手双方への優しさであると解説。【実践法】断るのが苦手な人向けの具体的な言葉を紹介。「ごめんなさい、今は少し立て込んでいて」「また気持ちが向いたらこちらから連絡しますね」など。【結論】残された時間は有限。自分の心を豊かにしてくれる「善知識（良い影響を与える友人）」との時間を大切にしましょう、と締めくくる。,,,,,,,完了 2025-11-10,その人間関係、もう捨てていい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。背中を向けた高齢の人物が、古い家の玄関に一人で立ち、目の前の絡まった糸をハサミで切ろうとしている。人物の背中には夕日のような温かい光が差している。画面下部に、白く太いゴシック体で「その人間関係、もう捨てていい。」というテキストをはっきりと表示。文字にはわずかに黒い縁取りをつける。左下隅に、目立ちすぎないシンプルな黄色いゴシック体で「ブッダの教え」という小さなテキストラベルを配置。全体的に感情的で、象徴的な写実的スタイル。アスペクト比16:9。,,,,workspaces/scripts/CH11/001/content/assembled.md,,,,,,,,,,,
2,CH11,2,CH11-002,CH11-002,# 【徳がにじみ出る人】子供や孫が自然と会いに来たくなる、素敵なおじいちゃん・おばあちゃんの特徴,,,workspaces/scripts/CH11/002/content/assembled.md,,8903,,,,,,,,,,,,,,,,,,,,,,workspaces/scripts/CH11/002/content/assembled.md,,,,,,,,,,,
3,CH11,3,CH11-003,CH11-003,# 【運気が上がる朝の習慣】ブッダの教え「掃けば不運が去り、福が来る」心の掃除で人生が変わる理由,,,workspaces/scripts/CH11/003/content/assembled.md,,4880,,,,,,,,,,,,,,,,,,,,,,workspaces/scripts/CH11/003/content/assembled.md,,,,,,,,,,,
4,CH11,4,CH11-004,CH11-004,【要注意】これを言うと老後に嫌われる「昔は良かった」が口癖の人がたどる悲惨な結末,script_validated,3.0,workspaces/scripts/CH11/004/content/assembled.md,✅完了,8986,2025-10-29 21:44:05,,,,シニア層がつい口にしがちな言葉がなぜ人を遠ざけるのかを解説し、孤立を防ぐための実践的なアドバイスを提供します。,他人の目や言葉に振り回されがちな40〜60代。真面目で優しいがゆえに、人間関係・老後・お金・孤独の不安を抱え、仏教の整理術で心を軽くしたいと願っている人。,【導入】「私たちの若い頃は…」この言葉、良かれと思って使っていませんか？と問いかけ、世代間の価値観の違いを提示。【嫌われる理由】心理学的に、昔話や自慢話は相手に「暗にあなたを否定している」というメッセージを与えてしまうと解説。仏教の「正語（しょうご）」の教えに反する、和を乱す言葉であると説明。【ブッダの教え】仏教は常に「今、ここ」を重視する教え。「過去への執着」は、現在の人間関係を損ない、自分自身をも過去に縛り付ける「毒」になると説く。【実践法】「昔はこうだった」と言いたくなったら、ぐっとこらえて「今はどうなっているの？」と質問に変える。教える側から、教わる側に回ることで、相手への敬意が生まれ、会話が豊かになる。【結論】尊敬される老人とは、過去の功績を語る人ではなく、今の変化を面白がり、若者から学ぼうとする謙虚さと好奇心を持った人だと締めくくる。,,,,,待機中,,,「昔話」と「自慢話」は、もうやめなさい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。喫茶店で、一人の高齢者が話しているが、向かいに座る若い人物はうんざりした表情で顔を背けている。二人の間には見えない壁があり、孤立と断絶を感じさせる。画面上部に、警告を促すような赤色で、少し斜体にしたゴシック体で「『昔話』と『自慢話』は、もうやめなさい。」というテキストを表示。左下隅に、目立ちすぎないシンプルな黄色いゴシック体で「ブッダの教え」という小さなテキストラベルを配置。ドラマチックで感情的な写実スタイル。アスペクト比16:9。,,,,workspaces/scripts/CH11/004/content/assembled.md,,,,,,,,,,,
5,CH11,5,CH11-005,CH11-005,【人生の最後に笑う人】60歳を過ぎてようやく気づいた「本当に大切にすべきこと」５選｜ブッダの教え,script_validated,3.0,workspaces/scripts/CH11/005/content/assembled.md,✅完了,8314,2025-10-29 21:44:05,,,,人生の後半だからこそ分かる「本当に価値のあるもの」を提示し、視聴者のこれまでの人生を肯定し、未来を明るく照らします。,他人の目や言葉に振り回されがちな40〜60代。真面目で優しいがゆえに、人間関係・老後・お金・孤独の不安を抱え、仏教の整理術で心を軽くしたいと願っている人。,【導入】「長い人生、多くのものを得て、多くのものを失ってきた。今、あなたの手元に本当に残っている宝物は何ですか？」と問いかける。【捨てるべきもの】多くの人が追い求めてきた「地位、名誉、財産」。これらは仏教で言うところの「仮（け）」のもの、つまり仮初めの姿であると解説。【本当に大切な５つ】①健康な心身：何をするにも基本となる器。②穏やかな人間関係：利害のない、心で繋がる縁。③心の平穏：怒りや不安に振り回されない静かな心。仏教の究極の目標「涅槃寂静（ねはんじゃくじょう）」。④日常への感謝：当たり前の朝、一杯のお茶に幸せを見出す心。⑤誰かのための小さな善行：見返りを求めない「利他（りた）」の行いがもたらす喜び。【結論】人生の本当の価値は、何を得たかではなく、いかに穏やかに、感謝して生きたかによって決まる。あなたの人生は、すでに十分に豊かだと語りかける。,,,,,待機中,,,失って初めて、その価値に気づくもの。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。夕焼けの海を眺めながら、穏やかな表情で微笑む老夫婦のシルエット。二人の手は固く握られている。人生の充足感と感謝、愛を象徴する。画面下部に、白くエレガントな明朝体で「失って初めて、その価値に気づくもの。」というテキストを配置。左下隅に、目立ちすぎないシンプルな黄色いゴシック体で「ブッダの教え」という小さなテキストラベルを配置。温かく、感動的でシネマティックなスタイル。アスペクト比16:9。,,,,workspaces/scripts/CH11/005/content/assembled.md,,,,,,,,,,,
6,CH11,6,CH11-006,CH11-006,"【もう悩まない】過ぎたことをいつまでも悔やんでしまうあなたへ｜ブッダが教える""過去""を手放す心の整理術",script_validated,,workspaces/scripts/CH11/006/content/assembled.md,✅完了,8444,2025-10-29 21:44:05,,,,長い人生経験を持つシニア層が抱えがちな「後悔の念」に寄り添い、過去を受け入れ、前を向くための具体的な方法を示します。,他人の目や言葉に振り回されがちな40〜60代。真面目で優しいがゆえに、人間関係・老後・お金・孤独の不安を抱え、仏教の整理術で心を軽くしたいと願っている人。,【導入】「あの時、ああしていれば…」夜中にふと、そんな後悔に襲われることはありませんか？と共感を示す。【後悔の正体】後悔とは「過去の自分を、現在の知識で裁いている」状態。これは不公平な裁判であり、自分をいじめる行為に他ならない。【ブッダの教え】「因果応報」を解説。過去の行い（因）には、その時の未熟さや環境など、様々な条件（縁）が絡み合って一つの結果（果）を生んだ。過去の自分を一方的に責めるのは酷であると説く。【実践法】後悔が頭をもたげたら、心の中で「それもまた、私の一部。その経験があったから、今の私がいる」と唱える。過去の失敗から得た教訓を一つだけ見つけ、感謝して手放す練習をする。【結論】過去は変えられない。しかし、過去の「意味」は、これからの生き方次第でいくらでも変えられる。「やり直す」とは過去に戻ることではなく、今から新しい一歩を踏み出すことだと勇気づける。,,,,,待機中,,,あなたの人生、まだやり直せる。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。暗い部屋でうなだれる人物のシルエット。その手の中から一羽の光る蝶が飛び立ち、開かれた窓の外の明るい世界へと向かっている。過去からの解放と希望を象徴する。画像の中央に、力強くも優しい白のゴシック体で「あなたの人生、まだやり直せる。」というテキストを大きく表示。左下隅に、目立ちすぎないシンプルな黄色いゴシック体で「ブッダの教え」という小さなテキストラベルを配置。幻想的で感情的なスタイル。アスペクト比16:9。,,,,workspaces/scripts/CH11/006/content/assembled.md,,,,,,,,,,,
7,CH11,7,CH11-007,CH11-007,"【実は孤独こそが最強】一人でいる時間を""楽しむ""人だけが手に入れる穏やかな老後とは？",script_validated,,workspaces/scripts/CH11/007/content/assembled.md,✅完了,8330,2025-10-29 21:44:05,,,,「孤独＝寂しい」というイメージを覆し、「孤独＝自由で豊かな時間」という新しい価値観を提示。自立した老後を応援します。,他人の目や言葉に振り回されがちな40〜60代。真面目で優しいがゆえに、人間関係・老後・お金・孤独の不安を抱え、仏教の整理術で心を軽くしたいと願っている人。,【導入】「孤立（Isolation）」と「孤独（Solitude）」の違いを明確にする。前者は望まない状態、後者は自ら選ぶ積極的な状態。【孤独の効用】一人の時間は、他人の評価や期待から解放され、本当に自分がしたいこと、好きなことに向き合える貴重な機会。自分自身の内なる声を聞く時間。【ブッダの教え】お釈迦様も、悟りを開く前は一人で森に入り、深く思索した。静かな環境で自己と向き合うことは、智慧を得るための重要なステップであると解説。【実践法】一日15分でも良いので「何もしない時間」を作る。テレビを消し、スマホを置き、ただお茶を飲む、窓の外を眺める。自分の内面の静けさに気づく練習。【結論】孤独を恐れず、楽しめる人は、精神的に自立している「最強の人」。そういう人は他人に依存しないため、結果としてより良い人間関係を築くことができる。,,,,,待機中,,,「孤独」を知る人ほど、人に優しくなれる。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。広大な自然の中で、一本の大きな木の下に一人静かに座る人物のシルエット。寂しさではなく、むしろ堂々とした雰囲気と世界との一体感を感じさせる。画面下部に、静かで落ち着いた白の明朝体で「『孤独』を知る人ほど、人に優しくなれる。」というテキストを表示。左下隅に、目立ちすぎないシンプルな黄色いゴシック体で「ブッダの教え」という小さなテキストラベルを配置。雄大でスピリチュアルなスタイル。アスペクト比16:9。,,,,workspaces/scripts/CH11/007/content/assembled.md,,,,,,,,,,,
8,CH11,8,CH11-008,CH11-008,【危険なサイン】あなたの善意を食い物にする「ずるい人」から身を守るブッダの知恵,script_validated,,workspaces/scripts/CH11/008/content/assembled.md,✅完了,8476,2025-10-29 21:44:05,,,,シニア層がターゲットにされやすい「善意の搾取」に警鐘を鳴らし、自分の心と財産を守るための賢い処世術を解説します。,他人の目や言葉に振り回されがちな40〜60代。真面目で優しいがゆえに、人間関係・老後・お金・孤独の不安を抱え、仏教の整理術で心を軽くしたいと願っている人。,【導入】「困っている人は助けたい」という優しい気持ち。しかし、その善意につけ込む人がいるのも事実だと注意喚起。【ずるい人の特徴】①可哀想な自分を過剰にアピールする、②「あなたしか頼れない」と特別感を出す、③小さな頼み事を重ねて断りづらくする。【ブッダの教え】仏教は「布施（ふせ）」という与える行いを尊ぶが、それは「智慧（ちえ）」を伴わなければならない。相手を甘やかし、堕落させる手伝いをすることは、本当の優しさではない（非理の慈悲）。【実践法】何かを頼まれた時、「少し考えさせてください」と即答を避ける時間を作る。自分の心に「これを本当に気持ちよくできるか？」と問いかける。金銭が絡む頼みは、きっぱりと断る勇気を持つ。【結論】あなたの優しさは、尊い宝物。安売りしてはいけない。本当に助けを必要としている人を見極める「智慧の目」を持つことが、自分も他人も守ることに繋がる。,,,,,待機中,,,優しすぎると、利用されるだけ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。優しい表情の高齢者の手に、もう一方の手がしがみつき、何かを奪おうとしている。優しい人物の手は温かい光を放っているが、奪おうとする手は暗い影に包まれている。画像上部に、少しひび割れたようなデザインの黄色いフォントで「優しすぎると、利用されるだけ。」というテキストを配置。左下隅に、目立ちすぎないシンプルな黄色いゴシック体で「ブッダの教え」という小さなテキストラベルを配置。ドラマチックで寓話的なスタイル。アスペクト比16:9。,,,,workspaces/scripts/CH11/008/content/assembled.md,,,,,,,,,,,
9,CH11,9,CH11-009,CH11-009,【死ぬのが怖いあなたへ】穏やかな最期を迎えるために今からできる心の準備｜ブッダの輪廻転生の教え,script_validated,3.0,workspaces/scripts/CH11/009/content/assembled.md,✅完了,8215,2025-10-29 21:44:05,,,,「死」への恐怖に仏教の視点から向き合い、不安を和らげ、残された時間を穏やかに、前向きに生きるための心の持ちようを伝えます。,他人の目や言葉に振り回されがちな40〜60代。真面目で優しいがゆえに、人間関係・老後・お金・孤独の不安を抱え、仏教の整理術で心を軽くしたいと願っている人。,【導入】「死」について考えることは、決して不吉ではない。むしろ、より良く生きるための道しるべとなると語りかける。【ブッダの教え】「諸行無常（しょぎょうむじょう）」を解説。全てのものは移り変わり、同じ状態に留まらない。生もまた、その大きな流れの一部。また、「輪廻転生（りんねてんしょう）」の考え方に触れ、死は断絶ではなく、次の生への移行であるという視点を提供する。【死の恐怖の正体】①未知への恐怖、②執着しているものを失う恐怖。これらを一つずつ見つめていく。【実践法】「死の瞑想（マインドフルネス）」を簡単に紹介。自分がいつか死ぬ存在だと静かに受け入れることで、今この瞬間の命が輝いて見えることを体感する。エンディングノートを書き、感謝の気持ちを整理する。【結論】死の準備とは、遺産整理だけではない。心を整え、感謝と共に生きること。そうすれば、死は怖いものではなく、人生という旅の穏やかな終着点となる。,,,,,待機中,,,「死」は終わりではなく、始まりです。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。枯れた一本の木から、新しい若葉が芽吹き、光る鳥が未来へと飛び立っていく。背景には夕日と朝日が同時に存在するような幻想的な空が広がる。画面中央に、光輪のように輝く白の明朝体で「『死』は終わりではなく、始まりです。」というテキストを表示。左下隅に、目立ちすぎないシンプルな黄色いゴシック体で「ブッダの教え」という小さなテキストラベルを配置。希望に満ちた、スピリチュアルで美しいスタイル。アスペクト比16:9。,,,,workspaces/scripts/CH11/009/content/assembled.md,,,,,,,,,,,
10,CH11,10,CH11-010,CH11-010,【ありがたいお言葉】心が弱った時に唱えるだけで不思議と力が湧いてくる「仏様の短い言葉」集,script_validated,1.0,workspaces/scripts/CH11/010/content/assembled.md,✅完了,8915,2025-10-29 21:44:05,,,,難しい理屈ではなく、シニア層がすぐに口にできる「短くて力のある言葉」を厳選して紹介。お守りのように心に留めておける手軽さが魅力です。,他人の目や言葉に振り回されがちな40〜60代。真面目で優しいがゆえに、人間関係・老後・お金・孤独の不安を抱え、仏教の整理術で心を軽くしたいと願っている人。,【導入】心が弱った時、長いお経は唱えられない。でも、短い一言なら、あなたの心を支える杖になると語りかける。【言葉の紹介】①不安な時：「あるがまま」…抵抗をやめ、流れに身を任せる。②悲しい時：「諸行無常」…この悲しみもまた、永遠には続かない。③孤独な時：「天上天下唯我独尊」…あなたという存在は、この世で唯一無二の尊い存在。（※傲慢の意味ではないことを丁寧に解説）④腹が立った時：「和顔愛語（わげんあいご）」…穏やかな顔と優しい言葉が、まず自分を救う。【実践法】それぞれの言葉を、どんな場面で、どんな気持ちで唱えると良いかを具体的に案内。お守りのように紙に書いて持ち歩くことを勧める。【結論】言葉には力が宿る（言霊）。仏様の智慧が凝縮されたこれらの言葉を、人生の後半を歩むあなたの「心の杖」にしてください、と締めくくる。,,,,,待機中,,,この一言が、あなたを救う。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。嵐で荒れる海の中、一艘の小さな舟に乗る人物。その手の中にある一つの漢字（例：「心」や「光」）が、お守りのように金色に輝き、舟の周りだけが穏やかな光に包まれている。画面下部に、金色に輝く力強いゴシック体で「この一言が、あなたを救う。」というテキストを配置。左下隅に、目立ちすぎないシンプルな黄色いゴシック体で「ブッダの教え」という小さなテキストラベルを配置。ドラマチックで感動的なスタイル。アスペクト比16:9。,,,,workspaces/scripts/CH11/010/content/assembled.md,,,,,,,,,,,
