No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること
1,CH30,001,CH30-001,CH30-001,退職金の話が出た瞬間…友達の目が変わった,topic_research: pending,,workspaces/scripts/CH30/001/content/assembled.md,,6883,2026-01-11 16:04:52,退職金の話,目が変わる,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「退職金の話」から始まる物語で、静まるための見方を静かに渡します。最後は 『上限を決める』を一つだけ書く という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: カフェの場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 断るの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 『上限を決める』を一つだけ書く
締め: 余韻を残して、安心で終える。",,,,,,,,退職金の話 目が変わる,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: カフェ。右に主人公が固まる。左に友人が身を乗り出す。封筒（文字なし）. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,退職金の話が出た瞬間…友達の目が変わった,workspaces/scripts/CH30/001/content/assembled.md,,,,不信,詐欺,カフェ,断る,静まる,並ぶ紙袋,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
2,CH30,002,CH30-002,CH30-002,“安物でいい”が刺さる…見栄の買い物をやめた日,topic_research: pending,,workspaces/scripts/CH30/002/content/assembled.md,,6439,2026-01-11 16:04:52,見栄の買い物,やめた日,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「見栄の買い物」から始まる物語で、軽くなるための見方を静かに渡します。最後は 『追わない』を選ぶ という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: 服売り場の場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 見極めるの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 『追わない』を選ぶ
締め: 余韻を残して、安心で終える。",,,,,,,,見栄の買い物 やめた日,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 服売り場。右に主人公が手を止める。左に鏡と照明。静かな決意. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,“安物でいい”が刺さる…見栄の買い物をやめた日,workspaces/scripts/CH30/002/content/assembled.md,,,,苦しさ,保証人,服売り場,見極める,軽くなる,冷めたお茶,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
3,CH30,003,CH30-003,CH30-003,割り勘で揉めたのは千円…でも原因は別だった,topic_research: pending,,workspaces/scripts/CH30/003/content/assembled.md,,6325,2026-01-11 16:04:52,千円の割り勘,友情が割れた,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「千円の割り勘」から始まる物語で、守れるための見方を静かに渡します。最後は 返事は即答せず『確認してから』を挟む という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: 会計台の場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 整理するの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 返事は即答せず『確認してから』を挟む
締め: 余韻を残して、安心で終える。",,,,,,,,千円の割り勘 友情が割れた,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 会計台。右に主人公が小銭。左に相手が冷たい目。レシート. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,割り勘で揉めたのは千円…でも原因は別だった,workspaces/scripts/CH30/003/content/assembled.md,,,,虚しさ,格差,会計台,整理する,守れる,レシート,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
4,CH30,004,CH30-004,CH30-004,高額サプリを勧められた…断ったら空気が凍った,topic_research: pending,,,,,2026-01-11 16:04:52,高額サプリ,空気が凍る,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「高額サプリ」から始まる物語で、心が軽くなるための見方を静かに渡します。最後は 『上限を決める』を一つだけ書く という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: カフェの場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 断るの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 『上限を決める』を一つだけ書く
締め: 余韻を残して、安心で終える。",,,,,,,,高額サプリ 空気が凍る,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: カフェ。右に主人公が身を引く。左に女性が瓶（文字なし）を差す. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,高額サプリを勧められた…断ったら空気が凍った,,,,,焦り,節約,カフェ,断る,心が軽くなる,消える糸,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
5,CH30,005,CH30-005,CH30-005,「保証人になって」…その一言で夜が終わった,topic_research: pending,,,,,2026-01-11 16:04:52,保証人の話,夜が終わる,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「保証人の話」から始まる物語で、落ち着くための見方を静かに渡します。最後は 『返事は明日』を選ぶ という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: 夜の食卓の場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 見極めるの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 『返事は明日』を選ぶ
締め: 余韻を残して、安心で終える。",,,,,,,,保証人の話 夜が終わる,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 夜の食卓。右に主人公が封筒を見て蒼白。左に電話。不穏. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,「保証人になって」…その一言で夜が終わった,,,,,不安,お金,夜の食卓,見極める,落ち着く,封の切れ目,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
6,CH30,006,CH30-006,CH30-006,年金の話で笑われた…私は黙って席を立った,topic_research: pending,,,,,2026-01-11 16:04:52,年金の話,心が折れる,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「年金の話」から始まる物語で、軽くなるための見方を静かに渡します。最後は 返事は即答せず『確認してから』を挟む という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: お茶会の場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 整理するの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 返事は即答せず『確認してから』を挟む
締め: 余韻を残して、安心で終える。",,,,,,,,年金の話 心が折れる,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: お茶会。右に主人公が席を立つ。左に笑う輪。冷え. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,年金の話で笑われた…私は黙って席を立った,,,,,不信,詐欺,お茶会,整理する,軽くなる,冷めたお茶,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
7,CH30,007,CH30-007,CH30-007,“奢って当然”の空気…私は一度だけ断った,topic_research: pending,,,,,2026-01-11 16:04:52,奢りの空気,断った日,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「奢りの空気」から始まる物語で、守れるための見方を静かに渡します。最後は 『呼吸を3回』する という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: レジ前の場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 断るの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 『呼吸を3回』する
締め: 余韻を残して、安心で終える。",,,,,,,,奢りの空気 断った日,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: レジ前。右に主人公が財布を閉じる。左に友人が不満顔. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,“奢って当然”の空気…私は一度だけ断った,,,,,苦しさ,保証人,レジ前,断る,守れる,空いた椅子,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
8,CH30,008,CH30-008,CH30-008,クレカの明細…知らない引き落としが続いていた,topic_research: pending,,,,,2026-01-11 16:04:52,明細の異変,不安の正体,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「明細の異変」から始まる物語で、心が軽くなるための見方を静かに渡します。最後は 『返事は明日』を選ぶ という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: 机夜の場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 見極めるの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 『返事は明日』を選ぶ
締め: 余韻を残して、安心で終える。",,,,,,,,明細の異変 不安の正体,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 机夜。右に主人公が明細（文字なし）。左に暗背景。緊張. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,クレカの明細…知らない引き落としが続いていた,,,,,虚しさ,格差,机夜,見極める,心が軽くなる,小さな針,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
9,CH30,009,CH30-009,CH30-009,投資の誘い…“良い話”ほど危ないと知った,topic_research: pending,,,,,2026-01-11 16:04:52,良い話,危ない,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「良い話」から始まる物語で、静まるための見方を静かに渡します。最後は 返事は即答せず『確認してから』を挟む という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: カフェの場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 整理するの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 返事は即答せず『確認してから』を挟む
締め: 余韻を残して、安心で終える。",,,,,,,,良い話 危ない,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: カフェ。右に主人公が首を振る。左に男が資料（文字なし）。圧. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,投資の誘い…“良い話”ほど危ないと知った,,,,,焦り,節約,カフェ,整理する,静まる,冷めたお茶,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
10,CH30,010,CH30-010,CH30-010,電気代が怖い冬…節約より大事だったもの,topic_research: pending,,,,,2026-01-11 16:04:52,電気代が怖い,大事なもの,,お金・暮らしの不安を物語で整理し、煽らずに現実的な一手へ。 「電気代が怖い」から始まる物語で、落ち着くための見方を静かに渡します。最後は 『呼吸を3回』する という一手だけ残して、安心で終えます。,60代以上中心。老後のお金や暮らしの不安を、怖がらせずに現実的に軽くしたい人。,"導入: 夜の台所の場面で違和感→物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 断るの視点で『なぜ心がすり減るのか』を1つに絞って説明。
一手: 『呼吸を3回』する
締め: 余韻を残して、安心で終える。",,,,,,,,電気代が怖い 大事なもの,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but uneasy mood, realistic Japanese interior, Japanese senior woman 60s, daily-life props, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 夜の台所。右に主人公が湯気の茶。左に小さな灯り。安心. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,電気代が怖い冬…節約より大事だったもの,,,,,不安,お金,夜の台所,断る,落ち着く,湯気の茶,※本チャンネルの物語はフィクションです。,・不安を煽らない現実的な対策<br>・今日できる一手
