No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること
1,CH19,001,CH19-001,CH19-001,かさじぞう｜静かな夜に届くやさしさ,topic_research: pending,,workspaces/scripts/CH19/001/content/assembled.md,未完了,,2025-12-23 23:43:33,かさじぞう,やさしさが届く,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「かさじぞう」を入口に、ほっとする方向へ静かに運びます。最後は 毛布を整える を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 雪の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: やさしさを一言だけ添える（押しつけない）。
今夜の一手: 毛布を整える
締め: 静かにおやすみへ。",,,,,,,,かさじぞう やさしさが届く,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Snowy night, small statues with hats, soft lamp glow, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 雪の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: やさしさを一言だけ添える（押しつけない）。
今夜の一手: 毛布を整える
締め: 静かにおやすみへ。",,かさじぞう｜静かな夜に届くやさしさ,workspaces/scripts/CH19/001/content/assembled.md,,,,孤独,冷える,雪の夜,やさしさ,ほっとする,雪灯り,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
2,CH19,002,CH19-002,CH19-002,鶴の恩返し｜約束がほどく夜,topic_research: pending,,workspaces/scripts/CH19/002/content/assembled.md,未完了,,2025-12-23 23:43:33,鶴の恩返し,約束の夜,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「鶴の恩返し」を入口に、落ち着く方向へ静かに運びます。最後は 深呼吸を3回 を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 小屋の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 約束を一言だけ添える（押しつけない）。
今夜の一手: 深呼吸を3回
締め: 静かにおやすみへ。",,,,,,,,鶴の恩返し 約束の夜,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Cozy cabin at night, feather motif, soft lamp, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 小屋の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 約束を一言だけ添える（押しつけない）。
今夜の一手: 深呼吸を3回
締め: 静かにおやすみへ。",,鶴の恩返し｜約束がほどく夜,workspaces/scripts/CH19/002/content/assembled.md,,,,不安,秘密,小屋の夜,約束,落ち着く,羽,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
3,CH19,003,CH19-003,CH19-003,かぐや姫｜月の光と別れの余韻,topic_research: pending,,workspaces/scripts/CH19/003/content/assembled.md,未完了,,2025-12-23 23:43:33,かぐや姫,月の余韻,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「かぐや姫」を入口に、やわらぐ方向へ静かに運びます。最後は 窓の外を見る を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 月の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 別れを一言だけ添える（押しつけない）。
今夜の一手: 窓の外を見る
締め: 静かにおやすみへ。",,,,,,,,かぐや姫 月の余韻,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Moonlit bamboo forest, soft light, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 月の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 別れを一言だけ添える（押しつけない）。
今夜の一手: 窓の外を見る
締め: 静かにおやすみへ。",,かぐや姫｜月の光と別れの余韻,workspaces/scripts/CH19/003/content/assembled.md,,,,悲しみ,別れ,月の夜,別れ,やわらぐ,月光,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
4,CH19,004,CH19-004,CH19-004,一寸法師｜小さな勇気で眠る,topic_research: pending,,workspaces/scripts/CH19/004/content/assembled.md,未完了,,2025-12-23 23:43:33,一寸法師,小さな勇気,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「一寸法師」を入口に、ほっとする方向へ静かに運びます。最後は 明日の一歩を一つ を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 夜の川の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 勇気を一言だけ添える（押しつけない）。
今夜の一手: 明日の一歩を一つ
締め: 静かにおやすみへ。",,,,,,,,一寸法師 小さな勇気,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: River at night, tiny bowl boat, calm, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 夜の川の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 勇気を一言だけ添える（押しつけない）。
今夜の一手: 明日の一歩を一つ
締め: 静かにおやすみへ。",,一寸法師｜小さな勇気で眠る,workspaces/scripts/CH19/004/content/assembled.md,,,,不安,自信,夜の川,勇気,ほっとする,お椀の船,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
5,CH19,005,CH19-005,CH19-005,花咲かじいさん｜春が来る夜話,topic_research: pending,,workspaces/scripts/CH19/005/content/assembled.md,未完了,,2025-12-23 23:43:33,花咲か,春が来る,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「花咲か」を入口に、安心する方向へ静かに運びます。最後は 明日の楽しみを一つ を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 夜明けの庭の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 希望を一言だけ添える（押しつけない）。
今夜の一手: 明日の楽しみを一つ
締め: 静かにおやすみへ。",,,,,,,,花咲か 春が来る,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Early morning garden, gentle petals, soft light, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 夜明けの庭の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 希望を一言だけ添える（押しつけない）。
今夜の一手: 明日の楽しみを一つ
締め: 静かにおやすみへ。",,花咲かじいさん｜春が来る夜話,workspaces/scripts/CH19/005/content/assembled.md,,,,疲れ,冷える,夜明けの庭,希望,安心する,花びら,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
6,CH19,006,CH19-006,CH19-006,浦島太郎｜波音と時間の物語,topic_research: pending,,workspaces/scripts/CH19/006/content/assembled.md,未完了,,2025-12-23 23:43:33,浦島太郎,波音の余韻,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「浦島太郎」を入口に、落ち着く方向へ静かに運びます。最後は 吐く息を長く を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 海の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 時間を一言だけ添える（押しつけない）。
今夜の一手: 吐く息を長く
締め: 静かにおやすみへ。",,,,,,,,浦島太郎 波音の余韻,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Quiet sea at night, small boat, moonlight, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 海の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 時間を一言だけ添える（押しつけない）。
今夜の一手: 吐く息を長く
締め: 静かにおやすみへ。",,浦島太郎｜波音と時間の物語,workspaces/scripts/CH19/006/content/assembled.md,,,,不安,時間,海の夜,時間,落ち着く,波,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
7,CH19,007,CH19-007,CH19-007,ぶんぶく茶釜｜ほっこり眠れる夜,topic_research: pending,,workspaces/scripts/CH19/007/content/assembled.md,未完了,,2025-12-23 23:43:33,ぶんぶく,ほっこり,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「ぶんぶく」を入口に、ほっとする方向へ静かに運びます。最後は 温かい飲み物を一口 を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 囲炉裏の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 温かさを一言だけ添える（押しつけない）。
今夜の一手: 温かい飲み物を一口
締め: 静かにおやすみへ。",,,,,,,,ぶんぶく ほっこり,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Cozy hearth, kettle steam, warm mood, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 囲炉裏の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 温かさを一言だけ添える（押しつけない）。
今夜の一手: 温かい飲み物を一口
締め: 静かにおやすみへ。",,ぶんぶく茶釜｜ほっこり眠れる夜,workspaces/scripts/CH19/007/content/assembled.md,,,,ストレス,緊張,囲炉裏の夜,温かさ,ほっとする,湯気,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
8,CH19,008,CH19-008,CH19-008,こぶとりじいさん｜笑いがほどける夜,topic_research: pending,,workspaces/scripts/CH19/008/content/assembled.md,未完了,,2025-12-23 23:43:33,こぶとり,笑いでほどく,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「こぶとり」を入口に、ゆるむ方向へ静かに運びます。最後は 肩の力を抜く を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 森の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 笑いを一言だけ添える（押しつけない）。
今夜の一手: 肩の力を抜く
締め: 静かにおやすみへ。",,,,,,,,こぶとり 笑いでほどく,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Forest at night, gentle fireflies, soft, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 森の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 笑いを一言だけ添える（押しつけない）。
今夜の一手: 肩の力を抜く
締め: 静かにおやすみへ。",,こぶとりじいさん｜笑いがほどける夜,workspaces/scripts/CH19/008/content/assembled.md,,,,ストレス,こわばり,森の夜,笑い,ゆるむ,踊り火,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
9,CH19,009,CH19-009,CH19-009,ねずみの嫁入り｜比べないしあわせ,topic_research: pending,,workspaces/scripts/CH19/009/content/assembled.md,未完了,,2025-12-23 23:43:33,ねずみの嫁入り,比べない,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「ねずみの嫁入り」を入口に、ほっとする方向へ静かに運びます。最後は 今あるものを一つ数える を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 家の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 足るを一言だけ添える（押しつけない）。
今夜の一手: 今あるものを一つ数える
締め: 静かにおやすみへ。",,,,,,,,ねずみの嫁入り 比べない,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Cozy small home at night, warm lamp, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 家の夜の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: 足るを一言だけ添える（押しつけない）。
今夜の一手: 今あるものを一つ数える
締め: 静かにおやすみへ。",,ねずみの嫁入り｜比べないしあわせ,workspaces/scripts/CH19/009/content/assembled.md,,,,不安,比較,家の夜,足る,ほっとする,小さな灯り,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
10,CH19,010,CH19-010,CH19-010,したきりすずめ｜やさしい約束の話,topic_research: pending,,workspaces/scripts/CH19/010/content/assembled.md,未完了,,2025-12-23 23:43:33,したきり,やさしい約束,,昔ばなしを再話でゆっくり朗読し、眠りへ誘う。 「したきり」を入口に、やわらぐ方向へ静かに運びます。最後は 今日のやさしい言葉を一つ を一手だけ残して、安心で終えます。,20〜60代中心。昔ばなしや童話を、ゆっくり朗読で聞き流しながら眠りたい人。,"導入: 竹林の夕の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: ことばを一言だけ添える（押しつけない）。
今夜の一手: 今日のやさしい言葉を一つ
締め: 静かにおやすみへ。",,,,,,,,したきり やさしい約束,"16:9, high resolution, calm storybook mood, soft lamp light, minimal composition, subtle watercolor texture, clean lineart, soft shading, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark. SCENE: Bamboo grove at dusk, small sparrow silhouette, soft, minimal, empty left space. NEGATIVE: text, logo, watermark, signature, speech bubble, lowres, blur, noise.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,"導入: 竹林の夕の空気で今夜の物語を始める。
物語: ゆっくり進行→場面の区切りを作りながら語る。
余韻: ことばを一言だけ添える（押しつけない）。
今夜の一手: 今日のやさしい言葉を一つ
締め: 静かにおやすみへ。",,したきりすずめ｜やさしい約束の話,workspaces/scripts/CH19/010/content/assembled.md,,,,不安,言葉,竹林の夕,ことば,やわらぐ,すずめ,眠れない夜に、昔ばなしをゆっくりと。,・物語で気持ちをほどく<br>・やさしい余韻
