No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること
1,CH27,001,CH27-001,CH27-001,親友の「冗談」が刺さった夜…私は笑えなかった,topic_research: pending,,workspaces/scripts/CH27/001/content/assembled.md,,6444,2026-01-11 16:04:52,親友の冗談,友情が冷えた,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「親友の冗談」から始まる物語で、落ち着くための見方を静かに渡します。最後は 今夜は『寝る』を最優先にする を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: 夜のファミレスの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 受け止めるの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『寝る』を最優先にする
締め: 余韻を残して、安心で終える。",,,,,,,,親友の冗談 友情が冷えた,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese interior, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 夜のファミレス。右に主人公が固まる。左に友人が笑いながら身を乗り出す。水のグラス2つ。空気が凍る. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,親友の「冗談」が刺さった夜…私は笑えなかった,workspaces/scripts/CH27/001/content/assembled.md,,,,不安,無神経,夜のファミレス,受け止める,落ち着く,空のグラス,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
2,CH27,002,CH27-002,CH27-002,旅行の部屋割りで全部わかった…私の立ち位置,topic_research: pending,,workspaces/scripts/CH27/002/content/assembled.md,,6786,2026-01-11 16:04:52,旅行の部屋割り,序列が露呈,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「旅行の部屋割り」から始まる物語で、軽くなるための見方を静かに渡します。最後は 今夜は『追わない』を選んで寝る を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: 旅館廊下の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 断るの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『追わない』を選んで寝る
締め: 余韻を残して、安心で終える。",,,,,,,,旅行の部屋割り 序列が露呈,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese interior, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 旅館廊下。鍵札を渡す瞬間。右に主人公が落胆。左に友人2人が先に歩く。荷物。冷えた沈黙. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,旅行の部屋割りで全部わかった…私の立ち位置,workspaces/scripts/CH27/002/content/assembled.md,,,,後悔,比較,旅館廊下,断る,軽くなる,戸の鍵,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
3,CH27,003,CH27-003,CH27-003,私だけ誘われない…写真の一言で心が折れた,topic_research: pending,,workspaces/scripts/CH27/003/content/assembled.md,,7107,2026-01-11 16:04:52,私だけ不在,ランチ会の真実,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「私だけ不在」から始まる物語で、守れるための見方を静かに渡します。最後は 今夜は『追わない』を選んで寝る を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: スマホ写真を見て硬直の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 距離感の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『追わない』を選んで寝る
締め: 余韻を残して、安心で終える。",,,,,,,,私だけ不在 ランチ会の真実,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese interior, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: スマホ写真を見て硬直。右に主人公。背景は暗い部屋。スマホ光のみ。孤独. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,私だけ誘われない…写真の一言で心が折れた,workspaces/scripts/CH27/003/content/assembled.md,,,,虚しさ,噂,スマホ写真を見て硬直,距離感,守れる,消える通知,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
4,CH27,004,CH27-004,CH27-004,割り勘で揉めたのはお金じゃない…“言い方”だった,topic_research: pending,,workspaces/scripts/CH27/004/content/assembled.md,,6095,2026-01-11 16:04:52,割り勘の一言,友情が終わる,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「割り勘の一言」から始まる物語で、心が軽くなるための見方を静かに渡します。最後は 今夜は『上限を決める』を一つだけ書いて寝る を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: 会計前の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 距離感の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『上限を決める』を一つだけ書いて寝る
締め: 余韻を残して、安心で終える。",,,,,,,,割り勘の一言 友情が終わる,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese interior, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 会計前。右に主人公が財布を握る。左に友人が腕組み。レシートとトレー。重い. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,割り勘で揉めたのはお金じゃない…“言い方”だった,workspaces/scripts/CH27/004/content/assembled.md,,,,不信,利用される,会計前,距離感,心が軽くなる,小銭,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
5,CH27,005,CH27-005,CH27-005,手土産の値段で笑われた…私は静かに帰った,topic_research: pending,,workspaces/scripts/CH27/005/content/assembled.md,,6816,2026-01-11 16:04:52,手土産の差,笑顔が痛い,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「手土産の差」から始まる物語で、心が軽くなるための見方を静かに渡します。最後は 今夜は『追わない』を選んで寝る を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: 友人宅玄関の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 受け止めるの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『追わない』を選んで寝る
締め: 余韻を残して、安心で終える。",,,,,,,,手土産の差 笑顔が痛い,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese outdoor, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 友人宅玄関。右に主人公が袋を隠す。左に豪華な紙袋が並ぶ。視線が刺さる. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,手土産の値段で笑われた…私は静かに帰った,workspaces/scripts/CH27/005/content/assembled.md,,,,孤独,対等でない,友人宅玄関,受け止める,心が軽くなる,封筒,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
6,CH27,006,CH27-006,CH27-006,LINEグループが静かに消えた日…原因は“私の一言”,topic_research: pending,,workspaces/scripts/CH27/006/content/assembled.md,,6704,2026-01-11 16:04:52,既読だけ,私だけ消えた,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「既読だけ」から始まる物語で、落ち着くための見方を静かに渡します。最後は 返信は即答せず『明日返す』を決めて寝る を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: 夜のリビングの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 確認するの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 返信は即答せず『明日返す』を決めて寝る
締め: 余韻を残して、安心で終える。",,,,,,,,既読だけ 私だけ消えた,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese interior, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 夜のリビング。右に主人公がスマホを握る。背景暗め。孤立感. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,LINEグループが静かに消えた日…原因は“私の一言”,workspaces/scripts/CH27/006/content/assembled.md,,,,不安,格差,夜のリビング,確認する,落ち着く,消える通知,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
7,CH27,007,CH27-007,CH27-007,「あなたのため」が一番危険だった…親友が離れた理由,topic_research: pending,,workspaces/scripts/CH27/007/content/assembled.md,,6127,2026-01-11 16:04:52,あなたのため,本当の理由,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「あなたのため」から始まる物語で、守れるための見方を静かに渡します。最後は 今夜は『寝る』を最優先にする を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: 昼のカフェの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 確認するの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『寝る』を最優先にする
締め: 余韻を残して、安心で終える。",,,,,,,,あなたのため 本当の理由,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese interior, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 昼のカフェ。右に主人公が言葉を失う。左に友人が視線を外す。コーヒー2つ. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,「あなたのため」が一番危険だった…親友が離れた理由,workspaces/scripts/CH27/007/content/assembled.md,,,,後悔,既読,昼のカフェ,確認する,守れる,空いた椅子,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
8,CH27,008,CH27-008,CH27-008,同窓会で私だけ浮いた…あの日の空気は忘れない,topic_research: pending,,workspaces/scripts/CH27/008/content/assembled.md,,6479,2026-01-11 16:04:52,同窓会で,私だけ孤立,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「同窓会で」から始まる物語で、心が軽くなるための見方を静かに渡します。最後は 次の誘いは即答せず『確認してから』を挟む を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: 宴会場の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 距離感の視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 次の誘いは即答せず『確認してから』を挟む
締め: 余韻を残して、安心で終える。",,,,,,,,同窓会で 私だけ孤立,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese interior, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 宴会場。右に主人公が笑顔を作る。左に輪ができ背中向き。料理皿。居場所なし. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,同窓会で私だけ浮いた…あの日の空気は忘れない,workspaces/scripts/CH27/008/content/assembled.md,,,,虚しさ,終わり,宴会場,距離感,心が軽くなる,小さな針,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
9,CH27,009,CH27-009,CH27-009,親友が“孫の自慢”を止めない…私の話は消えていった,topic_research: pending,,workspaces/scripts/CH27/009/content/assembled.md,,6138,2026-01-11 16:04:52,孫の自慢,心が削れる,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「孫の自慢」から始まる物語で、静まるための見方を静かに渡します。最後は 今夜は『できない』を一つ言ってみる を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: 旅館夕食の場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 比べないの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『できない』を一つ言ってみる
締め: 余韻を残して、安心で終える。",,,,,,,,孫の自慢 心が削れる,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese interior, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 旅館夕食。右に主人公が俯く。左に友人がスマホ見せる仕草。箸置き。苦しい. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,親友が“孫の自慢”を止めない…私の話は消えていった,workspaces/scripts/CH27/009/content/assembled.md,,,,不信,羞恥,旅館夕食,比べない,静まる,消える通知,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
10,CH27,010,CH27-010,CH27-010,遅刻の理由が“私より大事”だった…胸が冷めた瞬間,topic_research: pending,,workspaces/scripts/CH27/010/content/assembled.md,,6195,2026-01-11 16:04:52,遅刻の理由,友情のヒビ,,友人・親友のすれ違いを物語で見せて、心がすり減らない距離感へ。 「遅刻の理由」から始まる物語で、心が軽くなるための見方を静かに渡します。最後は 今夜は『寝る』を最優先にする を一手だけ残して、安心で終えます。,60代以上中心（女性多め）。親友・友人関係で心がすり減り、争わずに距離を整えたい人。,"導入: 駅ホームの場面で違和感→今夜の物語を予告。
物語: 出来事→転換→結末（煽らず、静かに）。
ほどき: 断るの視点で『なぜ心がすり減るのか』を1つに絞って説明。
今夜の一手: 今夜は『寝る』を最優先にする
締め: 余韻を残して、安心で終える。",,,,,,,,遅刻の理由 友情のヒビ,"16:9, Japanese seinen manga illustration style, clean bold lineart, subtle watercolor paper texture, calm but tense mood, realistic Japanese outdoor, senior women 60s, friends, center-right subject, left 35% empty space for text, top 15% and bottom 25% clean background, no text, no logo, no watermark, hands and fingers correct, natural anatomy. SCENE: 駅ホーム。右に主人公が時計を見る。左に友人が紙袋を抱える。人混み。焦り. NEGATIVE: text, logo, watermark, signature, speech bubble, extra fingers, deformed hands, bad anatomy, lowres.",左35%を余白（文字エリア）。上15%/下25%は重要物なし。上段: Noto Sans JP Black／下段: BIZ UDPゴシック Bold。白文字＋黒影。,,,,遅刻の理由が“私より大事”だった…胸が冷めた瞬間,workspaces/scripts/CH27/010/content/assembled.md,,,,孤独,寂しさ,駅ホーム,断る,心が軽くなる,ベンチ,※本チャンネルの物語はフィクションです。,・関係を壊さない距離の置き方<br>・今夜できる一手
